mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
31	29	85	88	0.0		0	0	Dynamic	3/4	1	1	0					sf												
31	29	85	88	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	266													
31	29	85	88	0.0		0	0	Dynamic	3/4	2	1	0					sf												
31	29	85	88	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	267													
31	29	85	88	0.0		0	0	Dynamic	3/4	3	1	0					sf												
31	29	85	88	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	268													
31	29	85	88	0.0		0	0	Dynamic	3/4	4	1	0					sf												
31	29	85	88	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	269													
32	30	88	91	0.0		0	0	Dynamic	3/4	1	1	0					sf												
32	30	88	91	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	270													
32	30	88	91	0.0		0	0	Dynamic	3/4	2	1	0					sf												
32	30	88	91	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	271													
32	30	88	91	0.0		0	0	Dynamic	3/4	3	1	0					sf												
32	30	88	91	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	272													
32	30	88	91	0.0		0	0	Dynamic	3/4	4	1	0					sf												
32	30	88	91	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	273													
33	31	91	94	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	274													
33	31	92	95	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	275													
33	31	93	96	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	276													
33	31	91	94	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	277													
33	31	92	95	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	278													
33	31	93	96	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	279													
33	31	91	94	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	280													
33	31	92	95	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	281													
33	31	93	96	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	282													
33	31	91	94	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	283													
33	31	92	95	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	284													
33	31	93	96	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	285													
34	32	94	97	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	286													
34	32	95	98	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	287													
34	32	96	99	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	288													
34	32	94	97	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	289													
34	32	95	98	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	290													
34	32	96	99	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	291													
34	32	94	97	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	292													
34	32	95	98	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	293													
34	32	96	99	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	294													
34	32	94	97	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	295													
34	32	95	98	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	296													
34	32	96	99	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	297													
35	33	97	100	0.0		0	0	Dynamic	3/4	1	1	0					sf												
35	33	97	100	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	298													
35	33	97	100	0.0		0	0	Dynamic	3/4	2	1	0					sf												
35	33	97	100	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	299													
35	33	97	100	0.0		0	0	Dynamic	3/4	3	1	0					sf												
35	33	97	100	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	300													
35	33	97	100	0.0		0	0	Dynamic	3/4	4	1	0					sf												
35	33	97	100	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	301													
36	34	100	103	0.0		0	0	Dynamic	3/4	1	1	0					sf												
36	34	100	103	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	302													
36	34	100	103	0.0		0	0	Dynamic	3/4	2	1	0					sf												
36	34	100	103	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	303													
36	34	100	103	0.0		0	0	Dynamic	3/4	3	1	0					sf												
36	34	100	103	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	304													
36	34	100	103	0.0		0	0	Dynamic	3/4	4	1	0					sf												
36	34	100	103	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	305													
37	35	103	106	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	306													
37	35	104	107	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	307													
37	35	105	108	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	308													
37	35	103	106	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	309													
37	35	104	107	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	310													
37	35	105	108	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	311													
37	35	103	106	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	312													
37	35	104	107	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	313													
37	35	105	108	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	314													
37	35	103	106	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	315													
37	35	104	107	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	316													
37	35	105	108	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	317													
38	36	106	109	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	318													
38	36	107	110	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	319													
38	36	108	111	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	320													
38	36	106	109	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	321													
38	36	107	110	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	322													
38	36	108	111	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	323													
38	36	106	109	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	324													
38	36	107	110	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	325													
38	36	108	111	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	326													
38	36	106	109	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	327													
38	36	107	110	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	328													
38	36	108	111	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	329													
39	37	109	112	0.0		0	0	Dynamic	3/4	1	1	0					sf												
39	37	109	112	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	330													
39	37	109	112	0.0		0	0	Dynamic	3/4	2	1	0					sf												
39	37	109	112	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	331													
39	37	109	112	0.0		0	0	Dynamic	3/4	3	1	0					sf												
39	37	109	112	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	332													
39	37	111	114	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	333									28				
39	37	223/2	229/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	334													
39	37	109	112	0.0		0	0	Dynamic	3/4	4	1	0					sf												
39	37	109	112	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	335													
40	38	112	115	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	336													
40	38	112	115	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	337													
40	38	112	115	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	338									29				
40	38	113	116	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	339													
40	38	114	117	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	340													
40	38	112	115	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	341													
41	39	115	118	0.0		0	0	Dynamic	3/4	1	1	0					sf												
41	39	115	118	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	342													
41	39	115	118	0.0		0	0	Dynamic	3/4	2	1	0					sf												
41	39	115	118	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	343									30				
41	39	116	119	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	344													
41	39	117	120	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	345													
41	39	115	118	0.0		0	0	Dynamic	3/4	3	1	0					sf												
41	39	115	118	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	346									31				
41	39	116	119	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	347													
41	39	117	120	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	348													
41	39	115	118	0.0		0	0	Dynamic	3/4	4	1	0					sf												
41	39	115	118	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	349													
42	40	118	121	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	350									32				
42	40	119	122	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	351													
42	40	120	123	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	352													
42	40	118	121	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	353													
42	40	120	123	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	354									33				
42	40	241/2	247/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	355													
42	40	118	121	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	356													
42	40	120	123	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	357									34				
42	40	241/2	247/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	358													
42	40	118	121	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	359													
43	41	121	124	0.0		0	0	Dynamic	3/4	1	1	0					sf												
43	41	121	124	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	360													
43	41	121	124	0.0		0	0	Dynamic	3/4	2	1	0					sf												
43	41	121	124	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	361									35				
43	41	122	125	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	362													
43	41	123	126	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	363													
43	41	121	124	0.0		0	0	Dynamic	3/4	3	1	0					sf												
43	41	121	124	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	364									36				
43	41	122	125	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	365													
43	41	123	126	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	366													
43	41	121	124	0.0		0	0	Dynamic	3/4	4	1	0					sf												
43	41	121	124	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	367													
44	42	124	127	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	368									37				
44	42	125	128	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	369													
44	42	126	129	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	370													
44	42	124	127	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	371													
44	42	126	129	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	372									38				
44	42	253/2	259/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	373													
44	42	124	127	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	374													
44	42	126	129	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	375									39				
44	42	253/2	259/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	376													
44	42	124	127	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	377													
45	43	127	130	0.0		0	0	Dynamic	3/4	1	1	0					other-dynamics												
45	43	127	130	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	378													
45	43	127	130	0.0		0	0	Dynamic	3/4	2	1	0					other-dynamics												
45	43	127	130	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	379									40				
45	43	128	131	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	380													
45	43	129	132	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	381													
45	43	127	130	0.0		0	0	Dynamic	3/4	3	1	0					sf												
45	43	127	130	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	382									41				
45	43	128	131	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	383													
45	43	129	132	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	384													
45	43	127	130	0.0		0	0	Dynamic	3/4	4	1	0					sf												
45	43	127	130	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	385													
46	44	130	133	0.0		0	0	Dynamic	3/4	1	1	0					sf												
46	44	130	133	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	386													
46	44	130	133	0.0		0	0	Dynamic	3/4	2	1	0					other-dynamics												
46	44	130	133	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	387									42				
46	44	131	134	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	388													
46	44	132	135	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	389													
46	44	130	133	0.0		0	0	Dynamic	3/4	3	1	0					sf												
46	44	130	133	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	390									43				
46	44	131	134	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	391													
46	44	132	135	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	392													
46	44	130	133	0.0		0	0	Dynamic	3/4	4	1	0					sf												
46	44	130	133	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	393													
47	45	133	136	0.0		0	0	Dynamic	3/4	1	1	0					sf												
47	45	133	136	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	394													
47	45	133	136	0.0		0	0	Dynamic	3/4	2	1	0					other-dynamics												
47	45	133	136	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	395									44				
47	45	134	137	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	396													
47	45	135	138	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	397													
47	45	133	136	0.0		0	0	Dynamic	3/4	3	1	0					sf												
47	45	133	136	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	398									45				
47	45	134	137	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	399													
47	45	135	138	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	400													
47	45	133	136	0.0		0	0	Dynamic	3/4	4	1	0					sf												
47	45	133	136	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	401													
48	46	136	139	0.0		0	0	Dynamic	3/4	1	1	0					sf												
48	46	136	139	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	402													
48	46	136	139	0.0		0	0	Dynamic	3/4	2	1	0					other-dynamics												
48	46	136	139	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	403									46				
48	46	137	140	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	404													
48	46	136	139	0.0		0	0	Dynamic	3/4	3	1	0					sf												
48	46	136	139	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	405									47				
48	46	137	140	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	406													
48	46	138	141	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	407													
48	46	136	139	0.0		0	0	Dynamic	3/4	4	1	0					sf												
48	46	136	139	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	408													
48	46	138	141	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	409									48				
48	46	277/2	283/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	410													
49	47	139	142	0.0		0	0	Dynamic	3/4	1	1	0					sf												
49	47	139	142	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	411													
49	47	139	142	0.0		0	0	Dynamic	3/4	2	1	0					sf												
49	47	139	142	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	412													
49	47	139	142	0.0		0	0	Dynamic	3/4	3	1	0					sf												
49	47	139	142	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	413													
49	47	139	142	0.0		0	0	Dynamic	3/4	4	1	0					sf												
49	47	139	142	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	414									49				
49	47	140	143	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	415													
49	47	141	144	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	416													
50	48	142	145	0.0		0	0	Dynamic	3/4	1	1	0					sf												
50	48	142	145	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	417													
50	48	142	145	0.0		0	0	Dynamic	3/4	2	1	0					sf												
50	48	142	145	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	418													
50	48	142	145	0.0		0	0	Dynamic	3/4	3	1	0					sf												
50	48	142	145	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	419													
50	48	142	145	0.0		0	0	Dynamic	3/4	4	1	0					sf												
50	48	142	145	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	420									50				
50	48	143	146	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	421													
50	48	144	147	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	422													
51	49	145	148	0.0		0	0	Dynamic	3/4	1	1	0					sf												
51	49	145	148	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	423													
51	49	145	148	0.0		0	0	Dynamic	3/4	2	1	0					sf												
51	49	145	148	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	424													
51	49	145	148	0.0		0	0	Dynamic	3/4	3	1	0					sf												
51	49	145	148	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	425													
51	49	145	148	0.0		0	0	Dynamic	3/4	4	1	0					sf												
51	49	145	148	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	426									51				
51	49	146	149	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	427													
51	49	147	150	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	428													
52	50	148	151	0.0		0	0	Dynamic	3/4	1	1	0					sf												
52	50	148	151	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	429													
52	50	150	153	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	430									52				
52	50	301/2	307/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	431									52				
52	50	148	151	0.0		0	0	Dynamic	3/4	2	1	0					sf												
52	50	148	151	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	432													
52	50	148	151	0.0		0	0	Dynamic	3/4	3	1	0					sf												
52	50	148	151	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	433													
52	50	148	151	0.0		0	0	Dynamic	3/4	4	1	0					sf												
52	50	148	151	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	434									53				
52	50	149	152	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	435													
52	50	150	153	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	436													
53	51	151	154	0.0		0	0	Dynamic	3/4	1	1	0					ff												
53	51	151	154	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	437													
53	51	153	156	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	438													
53	51	151	154	0.0		0	0	Dynamic	3/4	2	1	0					ff												
53	51	151	154	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	439													
53	51	303/2	309/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	440													
53	51	152	155	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	441													
53	51	305/2	311/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	442													
53	51	153	156	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	443													
53	51	307/2	313/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	444													
53	51	151	154	0.0		0	0	Dynamic	3/4	3	1	0					ff												
53	51	151	154	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	445													
53	51	303/2	309/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	446													
53	51	152	155	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	447													
53	51	305/2	311/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	448													
53	51	153	156	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	449													
53	51	307/2	313/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	450													
53	51	151	154	0.0		0	0	Dynamic	3/4	4	1	0					ff												
53	51	151	154	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	451													
53	51	152	155	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	452													
54	52	154	157	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	453													
54	52	155	158	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	454													
54	52	313/2	319/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	455													
54	52	154	157	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	456													
54	52	309/2	315/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	457													
54	52	155	158	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	458													
54	52	311/2	317/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	459													
54	52	156	159	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	460													
54	52	313/2	319/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	461													
54	52	154	157	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	462													
54	52	309/2	315/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	463													
54	52	155	158	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	464													
54	52	311/2	317/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	465													
54	52	156	159	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	466													
54	52	313/2	319/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	467													
54	52	154	157	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	468													
54	52	156	159	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	469													
55	53	157	160	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	470									54				
55	53	159	162	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	471													
55	53	157	160	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	472													
55	53	315/2	321/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	473													
55	53	158	161	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	474													
55	53	317/2	323/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	475													
55	53	159	162	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	476													
55	53	319/2	325/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	477													
55	53	157	160	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	478													
55	53	315/2	321/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	479													
55	53	158	161	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	480													
55	53	317/2	323/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	481													
55	53	159	162	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	482													
55	53	319/2	325/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	483													
55	53	157	160	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	484													
55	53	158	161	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	485													
56	54	160	163	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	486													
56	54	161	164	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	487													
56	54	325/2	331/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	488													
56	54	160	163	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	489													
56	54	321/2	327/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	490													
56	54	161	164	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	491													
56	54	323/2	329/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	492													
56	54	162	165	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	493													
56	54	325/2	331/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	494													
56	54	160	163	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	495													
56	54	321/2	327/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	496													
56	54	161	164	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	497													
56	54	323/2	329/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	498													
56	54	162	165	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	499													
56	54	325/2	331/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	500													
56	54	160	163	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	501													
56	54	162	165	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	502													
57	55	163	166	0.0		0	0	Dynamic	3/4	1	1	0					sf												
57	55	163	166	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	503													
57	55	165	168	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	504													
57	55	163	166	0.0		0	0	Dynamic	3/4	2	1	0					sf												
57	55	163	166	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	505													
57	55	327/2	333/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	506													
57	55	164	167	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	507													
57	55	329/2	335/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	508													
57	55	165	168	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	509													
57	55	331/2	337/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	510													
57	55	163	166	0.0		0	0	Dynamic	3/4	3	1	0					sf												
57	55	163	166	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	511													
57	55	327/2	333/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	512													
57	55	164	167	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	513													
57	55	329/2	335/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	514													
57	55	165	168	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	515													
57	55	331/2	337/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	516													
57	55	163	166	0.0		0	0	Dynamic	3/4	4	1	0					sf												
57	55	163	166	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	517													
57	55	164	167	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	518													
58	56	166	169	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	519													
58	56	167	170	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	520													
