mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
111	111	883/4	883/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1965		articStaccatoAbove											
111	111	221	221	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1966		articStaccatoAbove											
111	111	885/4	885/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1967		articStaccatoAbove											
111	111	443/2	443/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1968		articStaccatoAbove											
111	111	887/4	887/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1969		articStaccatoAbove											
112	112	222	222	0.0	0	0	Dynamic	2/4	1	1	0					f												
112	112	222	222	0.0	0	0	Spanner	2/4	1	1	0																23	
112	112	222	222	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1970										329		23	
112	112	223	223	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1971										329		23	
112	112	447/2	447/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1972										329		23	
112	112	222	222	0.0	0	0	Dynamic	2/4	2	1	0					f												
112	112	222	222	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1973													
112	112	889/4	889/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																24	
112	112	889/4	889/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1974												24	
112	112	445/2	445/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1975												24	
112	112	891/4	891/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1976												24	
112	112	223	223	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1977												24	
112	112	893/4	893/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1978												24	
112	112	447/2	447/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1979												24	
112	112	895/4	895/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1980												24	
112	112	222	222	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1981													
112	112	889/4	889/4	0.0	1/16	1/16	Spanner	2/4	3	1	0																25	
112	112	889/4	889/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	1982												25	
112	112	445/2	445/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1983												25	
112	112	891/4	891/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1984												25	
112	112	223	223	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1985												25	
112	112	893/4	893/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1986												25	
112	112	447/2	447/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1987												25	
112	112	895/4	895/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1988												25	
112	112	222	222	0.0	0	0	Dynamic	2/4	4	1	0					f												
112	112	222	222	0.0	0	0	Dynamic	2/4	4	1	0					f												
112	112	222	222	0.0	0	0	Spanner	2/4	4	1	0																26	
112	112	222	222	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1989										330		26	
112	112	223	223	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1990										330		26	
112	112	447/2	447/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1991												26	
113	113	224	224	0.0	0	0	StaffText	2/4	1	1	0							dim.							329			
113	113	224	224	0.0	0	0	Spanner	2/4	1	1	0														329			
113	113	224	224	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1992										329			
113	113	449/2	449/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1993													
113	113	225	225	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1994										331			
113	113	903/4	903/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1995										331			
113	113	1807/8	1807/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1996										331			
113	113	224	224	0.0	0	0	StaffText	2/4	2	1	0							dim.										
113	113	224	224	0.0	0	0	Spanner	2/4	2	1	0																	
113	113	224	224	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1997										332			
113	113	449/2	449/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1998													
113	113	451/2	451/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1999										333			
113	113	224	224	0.0	0	0	StaffText	2/4	3	1	0							dim.										
113	113	224	224	0.0	0	0	Spanner	2/4	3	1	0																	
113	113	224	224	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	2000		articStaccatoBelow											
113	113	897/4	897/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2001		articStaccatoBelow											
113	113	449/2	449/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2002		articStaccatoBelow											
113	113	899/4	899/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2003		articStaccatoBelow											
113	113	225	225	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2004										334			
113	113	451/2	451/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2005										334			
113	113	903/4	903/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2006										334			
113	113	224	224	0.0	0	0	StaffText	2/4	4	1	0							dim.										
113	113	224	224	0.0	0	0	Spanner	2/4	4	1	0																	
113	113	224	224	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	2007													
113	113	225	225	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	2008													
114	114	226	226	0.0	0	0	Dynamic	2/4	1	1	0					p												
114	114	226	226	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2009													
114	114	226	226	0.0	0	0	Dynamic	2/4	2	1	0					p												
114	114	226	226	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2010													
114	114	905/4	905/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2011										335			
114	114	453/2	453/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2012										335			
114	114	907/4	907/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2013										335			
114	114	227	227	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2014										335			
114	114	909/4	909/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2015										335			
114	114	455/2	455/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2016										335			
114	114	911/4	911/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2017													
114	114	226	226	0.0	0	0	Dynamic	2/4	3	1	0					p												
114	114	226	226	0.0	0	0	Dynamic	2/4	3	1	0					p												
114	114	226	226	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2018													
114	114	453/2	453/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2019										336			
114	114	227	227	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2020										336			
114	114	455/2	455/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2021										336			
114	114	226	226	0.0	0	0	Dynamic	2/4	4	1	0					p												
114	114	226	226	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	2022													
115	115	229	229	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2023		ornamentTrill								337			
115	115	228	228	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2024										338			
115	115	913/4	913/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2025										338			
115	115	457/2	457/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2026										338			
115	115	915/4	915/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2027										338			
115	115	229	229	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2028										338			
115	115	917/4	917/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2029										338			
115	115	459/2	459/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2030										338			
115	115	919/4	919/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2031													
115	115	228	228	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2032										336			
115	115	457/2	457/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2033										336			
115	115	229	229	0.75	1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	2034										336			
115	115	919/4	919/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2035													
115	115	228	228	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	2036													
116	116	230	230	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2037										339			
116	116	921/4	921/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2038										339			
116	116	461/2	461/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2039										339			
116	116	923/4	923/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2040										339			
116	116	231	231	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2041										339			
116	116	925/4	925/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2042										339			
116	116	463/2	463/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2043										339			
116	116	927/4	927/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2044													
116	116	230	230	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2045													
116	116	461/2	461/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2046										340			
116	116	231	231	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2047										340			
116	116	463/2	463/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2048										340			
116	116	230	230	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2049													
116	116	461/2	461/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2050													
116	116	231	231	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	2051													
116	116	230	230	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	2052													
117	117	232	232	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2053										341			
117	117	929/4	929/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2054										341			
117	117	465/2	465/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2055										341			
117	117	931/4	931/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2056										341			
117	117	233	233	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2057										341			
117	117	933/4	933/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2058										341			
117	117	467/2	467/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2059										341			
117	117	935/4	935/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2060													
117	117	232	232	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2061										340			
117	117	465/2	465/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2062										340			
117	117	233	233	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	2063										340			
117	117	935/4	935/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2064													
117	117	232	232	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	2065													
117	117	233	233	0.0	1/4	1/4	Chord	2/4	3	1	0	grace16after	1/16	1	2066													
117	117	233	233	0.0	1/4	1/4	Chord	2/4	3	1	0	grace16after	1/16	1	2067													
117	117	233	233	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	2068		ornamentTrill								342			
117	117	232	232	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	2069													
118	118	234	234	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2070										343			
118	118	937/4	937/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2071										343			
118	118	469/2	469/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2072										343			
118	118	939/4	939/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2073													
118	118	235	235	0.0	1/4	1/4	Spanner	2/4	1	1	0															11		
118	118	235	235	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2074										344	11		
118	118	941/4	941/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2075										344	11		
118	118	471/2	471/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2076										344	11		
118	118	943/4	943/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2077											11		
118	118	234	234	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2078										345			
118	118	937/4	937/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2079													
118	118	469/2	469/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	2080										346			
118	118	471/2	471/2	0.0	3/8	3/8	Spanner	2/4	2	1	0															12		
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2081											12		
118	118	234	234	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	2082										347			
118	118	235	235	0.0	1/4	1/4	Spanner	2/4	3	1	0															13		
118	118	235	235	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2083											13		
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2084										348	13		
118	118	469/2	469/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2085										349			
118	118	235	235	0.0	1/4	1/4	Spanner	2/4	4	1	0														349	14		
118	118	235	235	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2086										349	14		
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2087										349	14		
119	119	236	236	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2088										350	11		
119	119	945/4	945/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2089										350	11		
119	119	473/2	473/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2090										350	11		
119	119	947/4	947/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2091											11		
119	119	237	237	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2092										351	11		
119	119	949/4	949/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2093										351	11		
119	119	475/2	475/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2094										351	11		
119	119	951/4	951/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2095											11		
119	119	236	236	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2096										352	12		
119	119	473/2	473/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2097										352	12		
119	119	947/4	947/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2098										352	12		
119	119	237	237	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2099											12		
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2100										353	12		
119	119	236	236	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2101											13		
119	119	473/2	473/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2102										354	13		
119	119	237	237	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2103										354	13		
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2104											13		
119	119	236	236	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2105											14		
119	119	473/2	473/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2106										355	14		
119	119	237	237	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2107											14		
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2108										356	14		
120	120	238	238	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2109										357	11		
120	120	953/4	953/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2110											11		
120	120	477/2	477/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2111											11		
120	120	955/4	955/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2112											11		
120	120	239	239	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2113										358	11		
120	120	957/4	957/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2114											11		
120	120	479/2	479/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2115											11		
120	120	959/4	959/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2116											11		
120	120	238	238	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2117											12		
120	120	477/2	477/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2118											12		
120	120	239	239	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2119										359	12		
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2120										359	12		
120	120	238	238	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2121										360	13		
120	120	477/2	477/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2122											13		
120	120	955/4	955/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2123											13		
120	120	239	239	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2124											13		
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2125											13		
120	120	238	238	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2126											14		
120	120	477/2	477/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2127											14		
120	120	955/4	955/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2128											14		
120	120	239	239	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2129											14		
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2130											14		
121	121	240	240	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2131											11		
121	121	961/4	961/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2132											11		
121	121	481/2	481/2	0.0	1/8	1/8	Dynamic	2/4	1	1	0					f												
121	121	481/2	481/2	0.0	1/8	1/8	Spanner	2/4	1	1	0																	
121	121	481/2	481/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2133													
121	121	963/4	963/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2134													
121	121	241	241	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2135		articAccentAbove											
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2136		articAccentAbove											
121	121	240	240	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2137											12		
121	121	481/2	481/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					f												
121	121	481/2	481/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																	
121	121	481/2	481/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2138													
121	121	241	241	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2139		articAccentAbove											
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2140		articAccentAbove											
121	121	240	240	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2141											13		
121	121	481/2	481/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0					f												
121	121	481/2	481/2	0.0	1/8	1/8	Spanner	2/4	3	1	0																	
121	121	481/2	481/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2142		articAccentAbove											
121	121	241	241	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2143		articAccentAbove											
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2144		articAccentAbove											
121	121	240	240	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2145											14		
121	121	481/2	481/2	0.0	1/8	1/8	Dynamic	2/4	4	1	0					f												
121	121	481/2	481/2	0.0	1/8	1/8	Spanner	2/4	4	1	0																	
121	121	481/2	481/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2146		articAccentAbove											
121	121	241	241	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2147		articAccentAbove											
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2148		articAccentAbove											
122	122	242	242	0.0	0	0	Dynamic	2/4	1	1	0					f												
122	122	242	242	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2149		articStaccatoBelow											
122	122	969/4	969/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2150		articStaccatoBelow											
122	122	485/2	485/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2151		articStaccatoBelow											
122	122	971/4	971/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2152		articStaccatoBelow											
122	122	243	243	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2153		articStaccatoAbove											
122	122	973/4	973/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2154		articStaccatoAbove											
122	122	487/2	487/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2155		articStaccatoAbove											
122	122	975/4	975/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2156		articStaccatoAbove											
122	122	242	242	0.0	0	0	Dynamic	2/4	2	1	0					sf												
122	122	242	242	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2157													
122	122	242	242	0.0	0	0	Dynamic	2/4	3	1	0					sf												
122	122	242	242	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	2158													
122	122	242	242	0.0	0	0	Dynamic	2/4	4	1	0					sf												
122	122	242	242	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	2159													
123	123	244	244	0.0	0	0	Dynamic	2/4	1	1	0					sf												
123	123	244	244	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2160													
123	123	245	245	0.0	1/4	1/4	Dynamic	2/4	1	1	0					sf												
123	123	245	245	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2161													
123	123	245	245	0.0	1/4	1/4	Dynamic	2/4	2	1	0					f												
123	123	245	245	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2162													
123	123	245	245	0.0	1/4	1/4	Dynamic	2/4	3	1	0					f												
123	123	245	245	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	2163													
123	123	245	245	0.0	1/4	1/4	Dynamic	2/4	4	1	0					f												
123	123	245	245	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	2164													
124	124	985/4	985/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					f												
124	124	985/4	985/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2165		articStaccatoBelow											
124	124	493/2	493/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2166		articStaccatoBelow											
124	124	987/4	987/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2167		articStaccatoBelow											
124	124	247	247	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2168										361			
124	124	989/4	989/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2169													
124	124	495/2	495/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2170										362			
124	124	991/4	991/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2171													
124	124	246	246	0.0	0	0	Dynamic	2/4	2	1	0					sf												
124	124	246	246	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	2172													
124	124	246	246	0.0	0	0	Dynamic	2/4	3	1	0					sf												
124	124	246	246	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	2173													
124	124	246	246	0.0	0	0	Dynamic	2/4	4	1	0					sf												
124	124	246	246	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	2174													
125	125	248	248	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2175										363			
125	125	993/4	993/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2176													
125	125	497/2	497/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2177										364			
125	125	995/4	995/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2178													
125	125	249	249	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2179										365			
125	125	997/4	997/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2180													
125	125	499/2	499/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2181										366			
125	125	999/4	999/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2182													
125	125	248	248	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2183													
125	125	248	248	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2184													
125	125	248	248	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2185													
126	126	250	250	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2186										367			
126	126	1001/4	1001/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2187													
126	126	501/2	501/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2188													
126	126	251	251	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2189													
126	126	1005/4	1005/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2190										368			
126	126	503/2	503/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2191										368			
126	126	1007/4	1007/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2192										368			
127	127	252	252	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2193										368			
127	127	1009/4	1009/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2194										368			
127	127	505/2	505/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2195										368			
127	127	1011/4	1011/4	0.0	3/16	3/16	StaffText	2/4	1	1	0							dim.							368			
127	127	1011/4	1011/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2196										368			
127	127	253	253	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2197										368			
127	127	1013/4	1013/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2198										368			
127	127	507/2	507/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2199										368			
127	127	1015/4	1015/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2200													
128	128	254	254	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2201										369			
128	128	1017/4	1017/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2202										369			
128	128	509/2	509/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2203										369			
