mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Trill:trill
83	81	485/2	485/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1223		articStaccatoBelow												
83	81	243	243	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1224		articStaccatoBelow												
83	81	481/2	481/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1225														
83	81	241	241	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1226														
83	81	483/2	483/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1227														
83	81	242	242	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1228														
84	82	487/2	487/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1229														
84	82	491/2	491/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1230		articStaccatoBelow												
84	82	246	246	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1231		articStaccatoBelow												
84	82	487/2	487/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1232														
84	82	244	244	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1233														
84	82	489/2	489/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1234														
84	82	245	245	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1235														
85	83	493/2	493/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1236		articStaccatoBelow												
85	83	247	247	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1237		articStaccatoBelow												
85	83	495/2	495/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1238		articStaccatoBelow												
85	83	248	248	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1239		articStaccatoBelow												
85	83	497/2	497/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1240		articStaccatoBelow												
85	83	249	249	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1241		articStaccatoBelow												
85	83	493/2	493/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1242														
85	83	247	247	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1243														
85	83	495/2	495/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1244														
85	83	248	248	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1245														
85	83	497/2	497/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1246														
85	83	249	249	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1247														
86	84	503/2	503/2	0.0	1/2	1/2	Dynamic	6/8	1	1	0						p													
86	84	503/2	503/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1248														
86	84	252	252	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1249														
86	84	499/2	499/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1250		articStaccatoBelow												
86	84	250	250	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1251		articStaccatoBelow												
86	84	501/2	501/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1252		articStaccatoBelow												
86	84	251	251	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1253		articStaccatoBelow												
86	84	503/2	503/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1254		articStaccatoBelow												
86	84	252	252	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1255		articStaccatoBelow												
86	84	499/2	499/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1256														
86	84	251	251	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1257														
86	84	503/2	503/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1258														
86	84	252	252	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1259														
87	85	505/2	505/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1260														
87	85	509/2	509/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1261														
87	85	255	255	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1262														
87	85	505/2	505/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1263														
87	85	253	253	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1264														
87	85	507/2	507/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1265														
87	85	254	254	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1266														
87	85	505/2	505/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1267														
87	85	253	253	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1268														
87	85	507/2	507/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1269														
87	85	254	254	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1270														
87	85	509/2	509/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1271														
87	85	255	255	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1272														
88	86	511/2	511/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	1273														
88	86	515/2	515/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1274														
88	86	258	258	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1275														
88	86	511/2	511/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1276														
88	86	256	256	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1277														
88	86	513/2	513/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1278														
88	86	257	257	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	1279														
88	86	511/2	511/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1280														
88	86	256	256	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1281														
88	86	513/2	513/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1282														
88	86	257	257	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1283														
88	86	515/2	515/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1284														
88	86	258	258	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1285														
89	87	517/2	517/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1286														
89	87	259	259	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1287														
89	87	519/2	519/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1288														
89	87	260	260	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1289														
89	87	521/2	521/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1290														
89	87	261	261	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1291														
89	87	517/2	517/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1292														
89	87	259	259	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1293														
89	87	519/2	519/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1294														
89	87	260	260	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1295														
89	87	521/2	521/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1296														
89	87	261	261	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1297														
89	87	517/2	517/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1298														
89	87	260	260	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1299														
90	88	523/2	523/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1300														
90	88	262	262	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1301														
90	88	525/2	525/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1302														
90	88	263	263	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	1303														
90	88	523/2	523/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1304														
90	88	262	262	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1305														
90	88	525/2	525/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1306														
90	88	263	263	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1307														
90	88	527/2	527/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1308														
90	88	264	264	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1309														
90	88	523/2	523/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1310														
90	88	527/2	527/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1311		articStaccatoAbove												
90	88	264	264	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1312		articStaccatoAbove												
91	89	529/2	529/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1313														
91	89	265	265	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1314														
91	89	531/2	531/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1315														
91	89	266	266	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	1316														
91	89	529/2	529/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1317														
91	89	531/2	531/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1318														
91	89	266	266	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1319														
91	89	533/2	533/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1320														
91	89	267	267	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1321														
91	89	529/2	529/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1322														
91	89	533/2	533/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1323		articStaccatoAbove												
91	89	267	267	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1324		articStaccatoAbove												
92	90	535/2	535/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1325														
92	90	268	268	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1326														
92	90	537/2	537/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1327														
92	90	269	269	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1328														
92	90	539/2	539/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1329														
92	90	270	270	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1330														
92	90	535/2	535/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	1331														
92	90	539/2	539/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1332														
92	90	270	270	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1333														
92	90	535/2	535/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1334														
92	90	539/2	539/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1335		articStaccatoAbove												
92	90	270	270	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1336		articStaccatoAbove												
93	91	541/2	541/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1337														
93	91	271	271	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1338														
93	91	543/2	543/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1339														
93	91	272	272	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1340														
93	91	545/2	545/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1341														
93	91	273	273	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1342														
93	91	541/2	541/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1343														
93	91	271	271	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1344														
93	91	543/2	543/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1345														
93	91	272	272	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1346														
93	91	545/2	545/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1347														
93	91	273	273	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1348														
93	91	541/2	541/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1349														
93	91	271	271	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1350														
93	91	543/2	543/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1351														
93	91	272	272	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1352														
93	91	545/2	545/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1353														
93	91	273	273	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1354														
94	92	547/2	547/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1355														
94	92	274	274	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1356														
94	92	549/2	549/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1357														
94	92	275	275	0.0	3/8	3/8	Spanner	6/8	1	1	0																14			
94	92	275	275	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1358											14			
94	92	551/2	551/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1359											14			
94	92	276	276	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1360											14			
94	92	547/2	547/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1361														
94	92	274	274	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1362														
94	92	549/2	549/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1363														
94	92	275	275	0.0	3/8	3/8	Spanner	6/8	2	1	0																15			
94	92	275	275	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1364											15			
94	92	551/2	551/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1365											15			
94	92	276	276	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1366											15			
94	92	547/2	547/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1367														
94	92	274	274	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1368														
94	92	549/2	549/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1369														
94	92	275	275	0.0	3/8	3/8	Spanner	6/8	3	1	0																16			
94	92	275	275	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1370											16			
94	92	551/2	551/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1371											16			
94	92	276	276	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1372											16			
95	93	553/2	553/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1373											14			
95	93	277	277	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1374											14			
95	93	555/2	555/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1375											14			
95	93	278	278	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1376											14			
95	93	557/2	557/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1377											14			
95	93	279	279	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1378											14			
95	93	553/2	553/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1379											15			
95	93	277	277	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1380											15			
95	93	555/2	555/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1381											15			
95	93	278	278	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1382											15			
95	93	557/2	557/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1383											15			
95	93	279	279	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1384											15			
95	93	553/2	553/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1385											16			
95	93	277	277	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1386											16			
95	93	555/2	555/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1387											16			
95	93	278	278	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1388											16			
95	93	557/2	557/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1389											16			
95	93	279	279	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1390											16			
96	94	559/2	559/2	0.0	0	0	Spanner	6/8	1	1	0																			
96	94	559/2	559/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1391														
96	94	280	280	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1392														
96	94	561/2	561/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1393														
96	94	281	281	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1394														
96	94	563/2	563/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1395														
96	94	282	282	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1396														
96	94	559/2	559/2	0.0	0	0	Spanner	6/8	2	1	0																			
96	94	559/2	559/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1397														
96	94	280	280	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1398														
96	94	561/2	561/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1399														
96	94	281	281	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1400														
96	94	563/2	563/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1401														
96	94	282	282	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1402														
96	94	559/2	559/2	0.0	0	0	Spanner	6/8	3	1	0																			
96	94	559/2	559/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1403														
96	94	280	280	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1404														
96	94	561/2	561/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1405														
96	94	281	281	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1406														
96	94	563/2	563/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1407														
96	94	282	282	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1408														
97	95	565/2	565/2	0.0	0	0	Dynamic	6/8	1	1	0						f													
97	95	565/2	565/2	0.0	0	0	Chord	6/8	1	1	0	grace16after		1/16	1	1409														
97	95	565/2	565/2	0.0	0	0	Chord	6/8	1	1	0	grace8after		1/16	1	1410														
97	95	565/2	565/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	1411														
97	95	565/2	565/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	1412														
97	95	565/2	565/2	0.0	0	0	Chord	6/8	1	1	0	grace16		1/16	1	1413														
97	95	565/2	565/2	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	1414		ornamentTrill												
97	95	565/2	565/2	0.0	0	0	Dynamic	6/8	2	1	0						f													
97	95	565/2	565/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1415														
97	95	283	283	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1416														
97	95	567/2	567/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1417														
97	95	284	284	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1418														
97	95	569/2	569/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1419														
97	95	285	285	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1420														
97	95	565/2	565/2	0.0	0	0	Dynamic	6/8	3	1	0						f													
97	95	565/2	565/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1421														
97	95	283	283	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1422														
97	95	567/2	567/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1423														
97	95	284	284	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1424														
97	95	569/2	569/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1425														
97	95	285	285	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1426														
98	96	571/2	571/2	0.0	0	0	Spanner	6/8	1	1	0																		7	
98	96	571/2	571/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1427													7	
98	96	287	287	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1428													7	
98	96	575/2	575/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1429													7	
98	96	288	288	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1430													7	
98	96	571/2	571/2	0.0	0	0	Spanner	6/8	2	1	0																		8	
98	96	571/2	571/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1431													8	
98	96	286	286	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1432													8	
98	96	573/2	573/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1433													8	
98	96	287	287	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1434													8	
98	96	575/2	575/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1435													8	
98	96	288	288	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1436													8	
98	96	571/2	571/2	0.0	0	0	Spanner	6/8	3	1	0																		9	
98	96	571/2	571/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1437													9	
98	96	286	286	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1438													9	
98	96	573/2	573/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1439													9	
98	96	287	287	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1440													9	
98	96	575/2	575/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1441													9	
98	96	288	288	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1442													9	
99	97	577/2	577/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1443													7	
99	97	289	289	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1444													7	
99	97	579/2	579/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1445													7	
99	97	290	290	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1446													7	
99	97	581/2	581/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1447													7	
99	97	291	291	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1448													7	
99	97	577/2	577/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1449													8	
99	97	289	289	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1450													8	
99	97	579/2	579/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1451													8	
99	97	290	290	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1452													8	
99	97	581/2	581/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1453													8	
99	97	291	291	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1454													8	
99	97	577/2	577/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1455													9	
99	97	289	289	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1456													9	
99	97	579/2	579/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1457													9	
99	97	290	290	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1458													9	
99	97	581/2	581/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1459													9	
99	97	291	291	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1460													9	
100	98	583/2	583/2	0.0	0	0	Dynamic	6/8	1	1	0						p													
100	98	583/2	583/2	0.0	0	0	Spanner	6/8	1	1	0																			
100	98	583/2	583/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1461														
100	98	292	292	0.0	1/8	1/8	StaffText	6/8	1	1	0								leggiero											
100	98	292	292	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1462														
100	98	585/2	585/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1463														
100	98	293	293	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1464														
100	98	587/2	587/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1465														
100	98	294	294	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1466														
100	98	583/2	583/2	0.0	0	0	Dynamic	6/8	2	1	0						p													
100	98	583/2	583/2	0.0	0	0	Spanner	6/8	2	1	0																			
100	98	583/2	583/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1467		articStaccatoBelow												
100	98	292	292	0.0	1/8	1/8	StaffText	6/8	2	1	0								leggiero											
100	98	292	292	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1468		articStaccatoBelow												
100	98	585/2	585/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1469		articStaccatoBelow												
100	98	293	293	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1470		articStaccatoAbove												
100	98	583/2	583/2	0.0	0	0	Dynamic	6/8	3	1	0						p													
100	98	583/2	583/2	0.0	0	0	Spanner	6/8	3	1	0																			
100	98	583/2	583/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1471		articStaccatoAbove												
100	98	292	292	0.0	1/8	1/8	StaffText	6/8	3	1	0								leggiero											
100	98	292	292	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1472		articStaccatoAbove												
100	98	585/2	585/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1473		articStaccatoAbove												
100	98	293	293	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1474		articStaccatoAbove												
100	98	587/2	587/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1475		articStaccatoAbove												
100	98	294	294	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1476		articStaccatoAbove												
100	98	587/2	587/2	0.0	1/2	1/2	Dynamic	6/8	4	1	0						p													
100	98	587/2	587/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1477		articStaccatoAbove												
100	98	294	294	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1478		articStaccatoAbove												
101	99	589/2	589/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1479														
101	99	295	295	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1480														
101	99	591/2	591/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1481														
101	99	296	296	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1482														
101	99	593/2	593/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1483														
101	99	297	297	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1484														
101	99	295	295	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1485		articStaccatoAbove												
