mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line
63	63	1001/4	1001/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1762									297			
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1763									297			
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1764									297			
63	63	251	251	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1765									297			
63	63	1005/4	1005/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1766									297			
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1767									297			
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1768												
63	63	248	248	0.0	0	0	Dynamic	4/4	4	1	0					p											
63	63	248	248	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1769									298			
63	63	497/2	497/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1770												
63	63	249	249	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	1771									299			
63	63	997/4	997/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	1772									299			
63	63	499/2	499/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1773									299			
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1774									299			
63	63	250	250	0.25	1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	1775												
63	63	1001/4	1001/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	1776									300			
63	63	501/2	501/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1777									300			
63	63	1003/4	1003/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1778									300			
63	63	251	251	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	1779									300			
63	63	1005/4	1005/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	1780									300			
63	63	503/2	503/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1781									300			
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1782									300			
64	64	252	252	0.0	0	0	StaffText	4/4	1	1	0							cresc.									
64	64	252	252	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1783												
64	64	1009/4	1009/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1784									301			
64	64	505/2	505/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1785									301			
64	64	1011/4	1011/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1786									301			
64	64	253	253	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1787									301			
64	64	1013/4	1013/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1788									301			
64	64	507/2	507/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1789									301			
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1790												
64	64	254	254	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f											
64	64	254	254	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1791									302			
64	64	1017/4	1017/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1792									302			
64	64	509/2	509/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1793									302			
64	64	1019/4	1019/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1794									302			
64	64	255	255	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1795									302			
64	64	1021/4	1021/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1796									302			
64	64	511/2	511/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1797									302			
64	64	1023/4	1023/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1798												
64	64	252	252	0.0	0	0	StaffText	4/4	2	1	0							cresc.									
64	64	252	252	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1799									303			
64	64	1009/4	1009/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1800									303			
64	64	505/2	505/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1801									303			
64	64	1011/4	1011/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1802									303			
64	64	253	253	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	1803									303			
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1804												
64	64	254	254	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f											
64	64	254	254	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1805									304			
64	64	255	255	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1806												
64	64	252	252	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	1807									305			
64	64	1009/4	1009/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1808									305			
64	64	505/2	505/2	0.0	1/8	1/8	StaffText	4/4	3	1	0							cresc.						305			
64	64	505/2	505/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1809									305			
64	64	1011/4	1011/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1810									305			
64	64	253	253	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1811									305			
64	64	1013/4	1013/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1812									305			
64	64	507/2	507/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1813												
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1814												
64	64	254	254	0.0	1/2	1/2	Dynamic	4/4	3	1	0					f											
64	64	254	254	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1815									306			
64	64	255	255	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1816												
64	64	252	252	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	1817									307			
64	64	1009/4	1009/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	1818									307			
64	64	505/2	505/2	0.0	1/8	1/8	StaffText	4/4	4	1	0							cresc.						307			
64	64	505/2	505/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1819									307			
64	64	1011/4	1011/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1820									307			
64	64	253	253	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	1821									307			
64	64	1013/4	1013/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	1822									307			
64	64	507/2	507/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1823									307			
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1824												
64	64	254	254	0.0	1/2	1/2	Dynamic	4/4	4	1	0					f											
64	64	254	254	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1825									308			
64	64	255	255	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1826												
65	65	256	256	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1827									309			
65	65	1025/4	1025/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1828									309			
65	65	513/2	513/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1829									309			
65	65	1027/4	1027/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1830									309			
65	65	257	257	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1831									309			
65	65	1029/4	1029/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1832									309			
65	65	515/2	515/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1833									309			
65	65	1031/4	1031/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1834												
65	65	258	258	0.0	1/2	1/2	StaffText	4/4	1	1	0							dimin.									
65	65	258	258	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1835									310			
65	65	1033/4	1033/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1836									310			
65	65	517/2	517/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1837									310			
65	65	1035/4	1035/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1838									310			
65	65	259	259	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1839									310			
65	65	1037/4	1037/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1840									310			
65	65	519/2	519/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1841									310			
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1842									310			
65	65	256	256	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1843									311			
65	65	257	257	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1844												
65	65	258	258	0.0	1/2	1/2	StaffText	4/4	2	1	0							dimin.									
65	65	258	258	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1845												
65	65	256	256	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1846									312			
65	65	257	257	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1847												
65	65	258	258	0.0	1/2	1/2	StaffText	4/4	3	1	0							dimin.									
65	65	258	258	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1848									313			
65	65	259	259	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1849												
65	65	256	256	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1850									314			
65	65	257	257	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1851												
65	65	258	258	0.0	1/2	1/2	StaffText	4/4	4	1	0							dimin.									
65	65	258	258	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1852									315			
65	65	259	259	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	1853												
66	66	260	260	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1854									310			
66	66	1041/4	1041/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1855									310			
66	66	521/2	521/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1856									310			
66	66	1043/4	1043/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1857									310			
66	66	261	261	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1858									310			
66	66	1045/4	1045/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1859									310			
66	66	523/2	523/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1860									310			
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1861												
66	66	262	262	0.0	1/2	1/2	Dynamic	4/4	1	1	0					p											
66	66	262	262	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1862									316			
66	66	1049/4	1049/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1863									316			
66	66	525/2	525/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1864									316			
66	66	1051/4	1051/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1865									316			
66	66	263	263	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1866		articStaccatoAbove							316			
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1867		articStaccatoAbove										
66	66	260	260	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1868												
66	66	262	262	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1869												
66	66	263	263	0.0	3/4	3/4	Dynamic	4/4	2	1	0					p											
66	66	263	263	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1870		articStaccatoBelow										
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1871		articStaccatoBelow										
66	66	260	260	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1872									317			
66	66	261	261	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1873									317			
66	66	262	262	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1874												
66	66	263	263	0.0	3/4	3/4	Dynamic	4/4	3	1	0					p											
66	66	263	263	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1875		articStaccatoAbove										
66	66	527/2	527/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1876		articStaccatoAbove										
66	66	260	260	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1877												
66	66	262	262	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1878												
67	67	264	264	0.0	0	0	StaffText	4/4	1	1	0							espress.									
67	67	264	264	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	1879									318			
67	67	1059/4	1059/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1880												
67	67	265	265	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1881		articStaccatoAbove										
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1882		articStaccatoAbove										
67	67	266	266	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	1883									319			
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1884												
67	67	267	267	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1885		articStaccatoBelow							320			
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1886		articStaccatoBelow										
67	67	264	264	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	1887									321			
67	67	1059/4	1059/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1888												
67	67	265	265	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1889		articStaccatoBelow										
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1890		articStaccatoBelow										
67	67	266	266	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	1891									322			
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1892												
67	67	267	267	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1893		articStaccatoBelow							323			
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1894		articStaccatoBelow										
67	67	264	264	1.5	0	0	Chord	4/4	3	1	3/8		1/4	3/2	1895												
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1896												
67	67	266	266	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	1897									324			
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1898												
67	67	267	267	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1899		articStaccatoAbove							325			
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1900		articStaccatoAbove										
67	67	265	265	0.0	1/4	1/4	Dynamic	4/4	4	1	0					p											
67	67	265	265	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1901		articStaccatoAbove										
67	67	531/2	531/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1902		articStaccatoAbove										
67	67	266	266	0.75	1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	1903									326			
67	67	1067/4	1067/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1904												
67	67	267	267	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1905		articStaccatoAbove							327			
67	67	535/2	535/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1906		articStaccatoAbove										
68	68	268	268	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1907												
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1908		articStaccatoBelow							328			
68	68	269	269	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1909		articStaccatoBelow							328			
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1910		articStaccatoBelow										
68	68	270	270	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1911									329			
68	68	1081/4	1081/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1912									329			
68	68	541/2	541/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1913									329			
68	68	1083/4	1083/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1914									329			
68	68	271	271	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f								329			
68	68	271	271	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1915		articStaccatoAbove							329			
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1916		articStaccatoAbove										
68	68	268	268	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1917												
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1918		articStaccatoBelow							330			
68	68	269	269	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1919		articStaccatoBelow							330			
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1920		articStaccatoBelow										
68	68	270	270	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1921												
68	68	271	271	0.0	3/4	3/4	Dynamic	4/4	2	1	0					f											
68	68	271	271	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1922		articStaccatoAbove										
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1923		articStaccatoAbove										
68	68	268	268	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1924												
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1925		articStaccatoBelow							331			
68	68	269	269	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1926		articStaccatoBelow							331			
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1927		articStaccatoBelow										
68	68	270	270	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1928												
68	68	271	271	0.0	3/4	3/4	Dynamic	4/4	3	1	0					f											
68	68	271	271	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1929		articStaccatoAbove										
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1930		articStaccatoAbove										
68	68	268	268	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1931												
68	68	537/2	537/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1932		articStaccatoAbove							332			
68	68	269	269	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1933		articStaccatoAbove							332			
68	68	539/2	539/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1934		articStaccatoAbove										
68	68	270	270	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1935												
68	68	271	271	0.0	3/4	3/4	Dynamic	4/4	4	1	0					f											
68	68	271	271	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1936		articStaccatoAbove										
68	68	543/2	543/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1937		articStaccatoAbove										
69	69	272	272	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1938												
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1939												
69	69	274	274	0.0	1/2	1/2	Dynamic	4/4	1	1	0					sf											
69	69	274	274	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	1940									333			
69	69	1099/4	1099/4	0.0	11/16	11/16	Spanner	4/4	1	1	0															12	
69	69	1099/4	1099/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1941											12	
69	69	275	275	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1942		articStaccatoAbove							334		12	
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1943		articStaccatoAbove									12	
69	69	272	272	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	1944		articAccentAbove							335			
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1945												
69	69	273	273	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1946		articStaccatoAbove										
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1947		articStaccatoAbove										
69	69	274	274	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1948									336			
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1949												
69	69	275	275	0.0	3/4	3/4	Spanner	4/4	2	1	0															13	
69	69	275	275	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1950		articStaccatoAbove									13	
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1951		articStaccatoAbove									13	
69	69	272	272	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1952												
69	69	274	274	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1953												
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1954		articStaccatoAbove							337			
69	69	275	275	0.0	3/4	3/4	Spanner	4/4	3	1	0													337		14	
69	69	275	275	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1955		articStaccatoAbove							337		14	
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1956											14	
69	69	272	272	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	1957		articAccentAbove							338			
69	69	1091/4	1091/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1958												
69	69	273	273	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1959		articStaccatoAbove										
69	69	547/2	547/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1960		articStaccatoAbove										
69	69	274	274	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1961												
69	69	549/2	549/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1962		articStaccatoAbove							339			
69	69	275	275	0.0	3/4	3/4	Spanner	4/4	4	1	0													339		15	
69	69	275	275	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1963		articStaccatoAbove							339		15	
69	69	551/2	551/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1964		articStaccatoAbove									15	
70	70	276	276	0.0	0	0	Spanner	4/4	1	1	0																
70	70	553/2	553/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					p											
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1965		articStaccatoAbove							340			
70	70	277	277	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1966		articStaccatoAbove							340			
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1967		articStaccatoAbove										
70	70	278	278	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1968		articStaccatoBelow							341			
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1969		articStaccatoBelow							341			
70	70	279	279	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1970		articStaccatoBelow							341			
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1971		articStaccatoBelow										
70	70	276	276	0.0	0	0	Spanner	4/4	2	1	0																
70	70	553/2	553/2	0.0	1/8	1/8	Dynamic	4/4	2	1	0					p											
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1972		articStaccatoAbove							342			
70	70	277	277	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1973		articStaccatoAbove							342			
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1974		articStaccatoAbove										
70	70	278	278	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1975		articStaccatoBelow							343			
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1976		articStaccatoBelow							343			
70	70	279	279	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1977		articStaccatoBelow							343			
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1978		articStaccatoBelow										
70	70	276	276	0.0	0	0	Spanner	4/4	3	1	0																
70	70	553/2	553/2	0.0	1/8	1/8	Dynamic	4/4	3	1	0					p											
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1979		articStaccatoAbove							344			
70	70	277	277	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1980		articStaccatoAbove							344			
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1981		articStaccatoAbove										
70	70	278	278	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1982		articStaccatoAbove							345			
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1983		articStaccatoAbove							345			
70	70	279	279	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1984		articStaccatoAbove							345			
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1985		articStaccatoAbove										
70	70	276	276	0.0	0	0	Spanner	4/4	4	1	0																
70	70	553/2	553/2	0.0	1/8	1/8	Dynamic	4/4	4	1	0					p											
70	70	553/2	553/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1986		articStaccatoAbove							346			
70	70	277	277	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1987		articStaccatoAbove							346			
70	70	555/2	555/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1988		articStaccatoAbove										
70	70	278	278	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1989		articStaccatoAbove							347			
70	70	557/2	557/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1990		articStaccatoAbove							347			
70	70	279	279	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1991		articStaccatoAbove							347			
70	70	559/2	559/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1992		articStaccatoAbove										
71	71	280	280	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1993		articStaccatoBelow										
71	71	282	282	0.0	1/2	1/2	Spanner	4/4	1	1	0														26		
71	71	282	282	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1994										26		
71	71	280	280	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1995									348			
