mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
66	65	515/4	515/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1111												46	
66	65	129	129	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1112												46	
66	65	517/4	517/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1113												46	
66	65	259/2	259/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1114												46	
66	65	519/4	519/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1115									199			46	
66	65	130	130	0.0	3/8	3/8	Spanner	2/4	3	1	0																	46, 50	
66	65	130	130	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1116												46, 50	
66	65	521/4	521/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1117												46, 50	
66	65	257/2	257/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1118									196			47	
66	65	129	129	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1119									196			47	
66	65	259/2	259/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1120												47	
66	65	130	130	0.0	3/8	3/8	Spanner	2/4	4	1	0																	47, 51	
66	65	130	130	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1121									200			47, 51	
67	66	261/2	261/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1122												44, 48	
67	66	131	131	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	1123												44, 48	
67	66	132	132	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1124												44, 48	
67	66	261/2	261/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1125												45, 49	
67	66	523/4	523/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1126												45, 49	
67	66	131	131	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1127									201			45, 49	
67	66	263/2	263/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1128									201			45, 49	
67	66	132	132	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1129									201			45, 49	
67	66	261/2	261/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1130												46, 50	
67	66	523/4	523/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1131												46, 50	
67	66	131	131	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1132												46, 50	
67	66	525/4	525/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1133												46, 50	
67	66	263/2	263/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1134												46, 50	
67	66	527/4	527/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1135												46, 50	
67	66	132	132	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1136												46, 50	
67	66	529/4	529/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1137												46, 50	
67	66	261/2	261/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1138									200			47, 51	
67	66	131	131	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1139									200			47, 51	
67	66	263/2	263/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1140												47, 51	
67	66	132	132	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1141									202			47, 51	
68	67	265/2	265/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1142												44, 48	
68	67	531/4	531/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1143												44, 48	
68	67	133	133	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1144												44, 48	
68	67	267/2	267/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1145												44, 48	
68	67	535/4	535/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1146												44, 48	
68	67	134	134	0.0	3/8	3/8	Dynamic	2/4	1	1	0						ff												
68	67	134	134	0.0	3/8	3/8	Spanner	2/4	1	1	0																		
68	67	134	134	0.0	3/8	3/8	Spanner	2/4	1	1	0																		
68	67	134	134	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1147													
68	67	265/2	265/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1148												45, 49	
68	67	133	133	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1149									203			45, 49	
68	67	267/2	267/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	1150												45, 49	
68	67	134	134	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	1151												45, 49	
68	67	265/2	265/2	2.0	0	0	Chord	2/4	3	1	1/2		r16	1/2	1	1152												46, 50	
68	67	265/2	265/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1153									202			47, 51	
68	67	133	133	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1154									202			47, 51	
68	67	267/2	267/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1155												47, 51	
68	67	134	134	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1156												47, 51	
69	68	269/2	269/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1157													
69	68	539/4	539/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1158													
69	68	135	135	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1159													
69	68	541/4	541/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1160													
69	68	271/2	271/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1161													
69	68	543/4	543/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1162													
69	68	136	136	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1163													
69	68	545/4	545/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1164													
69	68	269/2	269/2	0.0	0	0	Dynamic	2/4	2	1	0						ff												
69	68	269/2	269/2	0.0	0	0	Spanner	2/4	2	1	0																		
69	68	269/2	269/2	0.0	0	0	Spanner	2/4	2	1	0																		
69	68	269/2	269/2	2.0	0	0	Chord	2/4	2	1	1/2		r16	1/2	1	1165													
69	68	269/2	269/2	0.0	0	0	Dynamic	2/4	3	1	0						ff												
69	68	269/2	269/2	0.0	0	0	Spanner	2/4	3	1	0																		
69	68	269/2	269/2	0.0	0	0	Spanner	2/4	3	1	0																		
69	68	269/2	269/2	2.0	0	0	Chord	2/4	3	1	1/2		r16	1/2	1	1166													
69	68	269/2	269/2	0.0	0	0	Dynamic	2/4	4	1	0						ff												
69	68	269/2	269/2	0.0	0	0	Spanner	2/4	4	1	0																		
69	68	269/2	269/2	0.0	0	0	Spanner	2/4	4	1	0																		
69	68	269/2	269/2	2.0	0	0	Chord	2/4	4	1	1/2		r16	1/2	1	1167													
70	69	273/2	273/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1168													
70	69	547/4	547/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1169													
70	69	137	137	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1170													
70	69	549/4	549/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1171													
70	69	275/2	275/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1172													
70	69	551/4	551/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1173													
70	69	138	138	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1174													
70	69	553/4	553/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1175													
70	69	273/2	273/2	2.0	0	0	Chord	2/4	2	1	1/2		r16	1/2	1	1176													
70	69	273/2	273/2	1.0	0	0	Chord	2/4	3	1	1/4		r16	1/4	1	1177													
70	69	275/2	275/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1178													
70	69	551/4	551/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1179													
70	69	138	138	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1180													
70	69	553/4	553/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1181													
70	69	273/2	273/2	1.0	0	0	Chord	2/4	4	1	1/4		r16	1/4	1	1182													
70	69	275/2	275/2	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1183													
70	69	551/4	551/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1184													
70	69	138	138	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1185													
70	69	553/4	553/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1186													
71	70	277/2	277/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1187													
71	70	139	139	0.0	1/8	1/8	Dynamic	2/4	1	1	0						ff												
71	70	139	139	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	1188													
71	70	1115/8	1115/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1189													
71	70	279/2	279/2	0.375	1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	1190													
71	70	1119/8	1119/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1191													
71	70	140	140	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	1192													
71	70	1123/8	1123/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1193													
71	70	277/2	277/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1194													
71	70	139	139	0.0	1/8	1/8	Dynamic	2/4	2	1	0						ff												
71	70	139	139	0.375	1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	1195													
71	70	1115/8	1115/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	1196													
71	70	279/2	279/2	0.375	1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1197													
71	70	1119/8	1119/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	1198													
71	70	140	140	0.375	3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	1199													
71	70	1123/8	1123/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1200													
71	70	277/2	277/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1201													
71	70	139	139	0.0	1/8	1/8	Dynamic	2/4	3	1	0						ff												
71	70	139	139	0.375	1/8	1/8	Chord	2/4	3	1	3/32			1/16	3/2	1202													
71	70	1115/8	1115/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	1203													
71	70	279/2	279/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1204													
71	70	1119/8	1119/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1205													
71	70	140	140	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1206													
71	70	1123/8	1123/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1207													
71	70	277/2	277/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1208													
71	70	139	139	0.375	1/8	1/8	Chord	2/4	4	1	3/32			1/16	3/2	1209													
71	70	1115/8	1115/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	1210													
71	70	279/2	279/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1211													
71	70	1119/8	1119/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1212													
71	70	140	140	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1213													
71	70	1123/8	1123/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1214													
72	71	281/2	281/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1215									204				
72	71	563/4	563/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1216													
72	71	141	141	0.0	1/8	1/8	Dynamic	2/4	1	1	0						sf												
72	71	141	141	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1217													
72	71	283/2	283/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1218													
72	71	567/4	567/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1219									205				
72	71	142	142	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1220									205				
72	71	569/4	569/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1221													
72	71	281/2	281/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1222									206				
72	71	563/4	563/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1223													
72	71	141	141	0.0	1/8	1/8	Dynamic	2/4	2	1	0						sf												
72	71	141	141	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1224													
72	71	283/2	283/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1225													
72	71	567/4	567/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1226									207				
72	71	142	142	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1227									207				
72	71	569/4	569/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1228													
72	71	281/2	281/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1229													
72	71	141	141	0.0	1/8	1/8	Dynamic	2/4	3	1	0						sf												
72	71	141	141	0.375	1/8	1/8	Chord	2/4	3	1	3/32			1/16	3/2	1230													
72	71	1131/8	1131/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	1231													
72	71	283/2	283/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1232													
72	71	1135/8	1135/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1233													
72	71	142	142	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1234													
72	71	1139/8	1139/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1235													
72	71	281/2	281/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1236													
72	71	141	141	0.0	1/8	1/8	Dynamic	2/4	4	1	0						sf												
72	71	141	141	0.375	1/8	1/8	Chord	2/4	4	1	3/32			1/16	3/2	1237													
72	71	1131/8	1131/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	1238													
72	71	283/2	283/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1239													
72	71	1135/8	1135/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1240													
72	71	142	142	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1241													
72	71	1139/8	1139/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1242													
73	72	285/2	285/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1243									208				
73	72	571/4	571/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1244													
73	72	143	143	0.0	1/8	1/8	Dynamic	2/4	1	1	0						p												
73	72	143	143	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	1245													
73	72	1147/8	1147/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1246													
73	72	287/2	287/2	0.375	1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	1247													
73	72	1151/8	1151/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1248													
73	72	144	144	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	1249													
73	72	1155/8	1155/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1250													
73	72	285/2	285/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1251									209				
73	72	571/4	571/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1252													
73	72	143	143	0.0	1/8	1/8	Dynamic	2/4	2	1	0						p												
73	72	143	143	0.375	1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	1253													
73	72	1147/8	1147/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	1254													
73	72	287/2	287/2	0.375	1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1255													
73	72	1151/8	1151/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	1256													
73	72	144	144	0.375	3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	1257													
73	72	1155/8	1155/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1258													
73	72	285/2	285/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1259													
73	72	143	143	0.0	1/8	1/8	Dynamic	2/4	3	1	0						p												
73	72	143	143	0.375	1/8	1/8	Chord	2/4	3	1	3/32			1/16	3/2	1260													
73	72	1147/8	1147/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	1261													
73	72	287/2	287/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1262													
73	72	1151/8	1151/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1263													
73	72	144	144	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1264													
73	72	1155/8	1155/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1265													
73	72	285/2	285/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1266													
73	72	143	143	0.0	1/8	1/8	Dynamic	2/4	4	1	0						p												
73	72	143	143	0.375	1/8	1/8	Chord	2/4	4	1	3/32			1/16	3/2	1267													
73	72	1147/8	1147/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	1268													
73	72	287/2	287/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1269													
73	72	1151/8	1151/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1270													
73	72	144	144	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1271													
73	72	1155/8	1155/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1272													
74	73	289/2	289/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1273													
74	73	145	145	0.0	1/8	1/8	Spanner	2/4	1	1	0																	52	
74	73	145	145	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	1274												52	
74	73	1163/8	1163/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1275												52	
74	73	291/2	291/2	0.375	1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	1276												52	
74	73	1167/8	1167/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1277												52	
74	73	146	146	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	1278												52	
74	73	1171/8	1171/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1279												52	
74	73	289/2	289/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1280													
74	73	145	145	0.0	1/8	1/8	Spanner	2/4	2	1	0																	53	
74	73	145	145	0.375	1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	1281												53	
74	73	1163/8	1163/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	1282												53	
74	73	291/2	291/2	0.375	1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1283												53	
74	73	1167/8	1167/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	1284												53	
74	73	146	146	0.375	3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	1285												53	
74	73	1171/8	1171/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1286												53	
74	73	289/2	289/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1287													
74	73	145	145	0.0	1/8	1/8	Spanner	2/4	3	1	0																	54	
74	73	145	145	0.375	1/8	1/8	Chord	2/4	3	1	3/32			1/16	3/2	1288												54	
74	73	1163/8	1163/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	1289												54	
74	73	291/2	291/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1290												54	
74	73	1167/8	1167/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1291												54	
74	73	146	146	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1292												54	
74	73	1171/8	1171/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1293												54	
74	73	289/2	289/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1294													
74	73	145	145	0.0	1/8	1/8	Spanner	2/4	4	1	0																	55	
74	73	145	145	0.375	1/8	1/8	Chord	2/4	4	1	3/32			1/16	3/2	1295												55	
74	73	1163/8	1163/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	1296												55	
74	73	291/2	291/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1297												55	
74	73	1167/8	1167/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1298												55	
74	73	146	146	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1299												55	
74	73	1171/8	1171/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1300												55	
75	74	293/2	293/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	1301												52	
75	74	147	147	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	1302												52	
75	74	1179/8	1179/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1303												52	
75	74	295/2	295/2	0.375	1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	1304												52	
75	74	1183/8	1183/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	1305												52	
75	74	148	148	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	1306												52	
75	74	1187/8	1187/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	1307												52	
75	74	293/2	293/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1308												53	
75	74	147	147	0.375	1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	1309												53	
75	74	1179/8	1179/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	1310												53	
75	74	295/2	295/2	0.375	1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1311												53	
75	74	1183/8	1183/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	1312												53	
75	74	148	148	0.375	3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	1313												53	
75	74	1187/8	1187/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1314												53	
75	74	293/2	293/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1315												54	
75	74	147	147	0.375	1/8	1/8	Chord	2/4	3	1	3/32			1/16	3/2	1316												54	
75	74	1179/8	1179/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	1317												54	
75	74	295/2	295/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1318												54	
75	74	1183/8	1183/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1319												54	
75	74	148	148	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1320												54	
75	74	1187/8	1187/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1321												54	
75	74	293/2	293/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1322												55	
75	74	147	147	0.375	1/8	1/8	Chord	2/4	4	1	3/32			1/16	3/2	1323												55	
75	74	1179/8	1179/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	1324												55	
75	74	295/2	295/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1325												55	
75	74	1183/8	1183/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1326												55	
75	74	148	148	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1327												55	
75	74	1187/8	1187/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1328												55	
76	75	297/2	297/2	0.0	0	0	Dynamic	2/4	1	1	0						ff												
76	75	297/2	297/2	0.0	0	0	Spanner	2/4	1	1	0																		
76	75	297/2	297/2	0.375	0	0	Chord	2/4	1	1	3/32			1/16	3/2	1329													
76	75	1191/8	1191/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	1330									210				
76	75	149	149	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	1331									210				
76	75	1195/8	1195/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1332													
76	75	299/2	299/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1333													
76	75	150	150	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1334													
76	75	297/2	297/2	0.0	0	0	Dynamic	2/4	2	1	0						ff												
76	75	297/2	297/2	0.0	0	0	Spanner	2/4	2	1	0																		
76	75	297/2	297/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	1335													
76	75	299/2	299/2	0.375	1/4	1/4	Chord	2/4	2	1	3/32			1/16	3/2	1336													
76	75	1199/8	1199/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	1337													
76	75	150	150	0.375	3/8	3/8	Chord	2/4	2	1	3/32			1/16	3/2	1338													
76	75	1203/8	1203/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	1339													
76	75	297/2	297/2	0.0	0	0	Dynamic	2/4	3	1	0						ff												
76	75	297/2	297/2	0.0	0	0	Spanner	2/4	3	1	0																		
76	75	297/2	297/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	1340													
76	75	299/2	299/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1341													
76	75	1199/8	1199/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1342													
76	75	150	150	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1343													
76	75	1203/8	1203/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1344													
76	75	297/2	297/2	0.0	0	0	Dynamic	2/4	4	1	0						ff												
76	75	297/2	297/2	0.0	0	0	Spanner	2/4	4	1	0																		
76	75	297/2	297/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	1345													
76	75	299/2	299/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1346													
76	75	1199/8	1199/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1347													
76	75	150	150	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1348													
76	75	1203/8	1203/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1349													
77	76	301/2	301/2	0.375	0	0	Chord	2/4	1	1	3/32			1/16	3/2	1350													
77	76	1207/8	1207/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	1351									211				
77	76	151	151	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	1352									211				
77	76	1211/8	1211/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	1353													
77	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1354									212				
