mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	TextLine	TextLine_dim.
134	134	775	775	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	2965									389				
134	134	1551/2	1551/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	2966													
134	134	770	770	0.0	0	0	Dynamic	12/8	3	1	0						f												
134	134	770	770	0.0	0	0	Spanner	12/8	3	1	0																		
134	134	770	770	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	2967									390				
134	134	1541/2	1541/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	2968									390				
134	134	771	771	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	2969													
134	134	1543/2	1543/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	2970									391				
134	134	772	772	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	2971									391				
134	134	1545/2	1545/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	2972													
134	134	773	773	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	2973									392				
134	134	1549/2	1549/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	2974													
134	134	770	770	0.0	0	0	Dynamic	12/8	4	1	0						f												
134	134	770	770	0.0	0	0	Spanner	12/8	4	1	0																		
134	134	770	770	6.0	0	0	Chord	12/8	4	1	3/2			1	3/2	2975													
135	135	776	776	0.0	0	0	Spanner	12/8	1	1	0																		
135	135	776	776	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	2976									393				
135	135	777	777	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	2977									393				
135	135	1555/2	1555/2	0.0	3/8	3/8	StaffText	12/8	1	1	0								"<font size=""11""/><i>dim.</i>"						393				
135	135	1555/2	1555/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	2978									393				
135	135	1557/2	1557/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	2979													
135	135	779	779	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	2980													
135	135	1561/2	1561/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	2981									394				
135	135	1563/2	1563/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	2982													
135	135	776	776	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	2983									395				
135	135	1553/2	1553/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	2984									395				
135	135	777	777	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	2985									395				
135	135	1555/2	1555/2	0.0	3/8	3/8	StaffText	12/8	2	1	0								"<font size=""11""/><i>dim.</i>"										
135	135	1555/2	1555/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	2986													
135	135	779	779	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	2987									396				
135	135	1559/2	1559/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	2988									396				
135	135	780	780	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	2989									396				
135	135	1561/2	1561/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	2990													
135	135	776	776	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	2991													
135	135	1555/2	1555/2	0.0	3/8	3/8	StaffText	12/8	3	1	0								"<font size=""11""/><i>dim.</i>"										
135	135	1555/2	1555/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	2992									397				
135	135	778	778	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	2993									397				
135	135	1557/2	1557/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	2994													
135	135	779	779	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	2995													
135	135	1561/2	1561/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	2996									398				
135	135	781	781	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	2997									398				
135	135	1563/2	1563/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	2998													
135	135	776	776	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	2999									399				
135	135	1555/2	1555/2	0.0	3/8	3/8	StaffText	12/8	4	1	0								"<font size=""11""/><i>dim.</i>"						399				
135	135	1555/2	1555/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	3000									399				
135	135	779	779	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3001									399				
135	135	1561/2	1561/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3002													
136	136	782	782	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	3003													
136	136	1567/2	1567/2	0.0	3/8	3/8	Dynamic	12/8	1	1	0						p												
136	136	1567/2	1567/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	3004									400				
136	136	784	784	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	3005									400				
136	136	1569/2	1569/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3006									400				
136	136	785	785	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3007		articAccentBelow											
136	136	1573/2	1573/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	3008									401				
136	136	787	787	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	3009									401				
136	136	1575/2	1575/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	3010													
136	136	782	782	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	3011													
136	136	785	785	0.0	3/4	3/4	Dynamic	12/8	2	1	0						p												
136	136	785	785	3.0	3/4	3/4	Chord	12/8	2	1	3/4			1/2	3/2	3012													
136	136	782	782	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	3013													
136	136	785	785	0.0	3/4	3/4	Dynamic	12/8	3	1	0						p												
136	136	785	785	0.0	3/4	3/4	Dynamic	12/8	3	1	0						p												
136	136	785	785	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	3014													
136	136	782	782	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	3015													
136	136	785	785	0.0	3/4	3/4	Dynamic	12/8	4	1	0						p												
136	136	785	785	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3016									402				
136	136	1573/2	1573/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3017									402				
137	137	788	788	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3018		articAccentBelow							403				
137	137	1579/2	1579/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	3019													
137	137	790	790	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	3020									404				
137	137	1581/2	1581/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3021									404				
137	137	791	791	0.0	3/4	3/4	Spanner	12/8	1	1	0														404	72			
137	137	791	791	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3022		articAccentBelow							404	72			
137	137	1585/2	1585/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	3023									404	72			
137	137	793	793	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	3024									404	72			
137	137	1587/2	1587/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	3025										72			
137	137	788	788	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3026									405				
137	137	1579/2	1579/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4			1/4	1	3027													
137	137	791	791	0.0	3/4	3/4	Spanner	12/8	2	1	0															73			
137	137	791	791	3.0	3/4	3/4	Chord	12/8	2	1	3/4			1/2	3/2	3028		articAccentBelow								73			
137	137	788	788	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3029													
137	137	791	791	0.0	3/4	3/4	Spanner	12/8	3	1	0															74			
137	137	791	791	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	3030		articAccentBelow							406	74			
137	137	788	788	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	3031													
137	137	791	791	0.0	3/4	3/4	Spanner	12/8	4	1	0															75			
137	137	791	791	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3032		articAccentBelow							407	75			
137	137	1585/2	1585/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3033									407	75			
138	138	794	794	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3034									408	72			
138	138	1591/2	1591/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	3035									408	72			
138	138	796	796	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	3036									408	72			
138	138	1593/2	1593/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3037										72			
138	138	797	797	0.0	3/4	3/4	Dynamic	12/8	1	1	0						f												
138	138	797	797	0.0	3/4	3/4	Spanner	12/8	1	1	0																		
138	138	797	797	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3038		articAccentAbove											
138	138	1597/2	1597/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	3039									409				
138	138	799	799	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	3040									409				
138	138	1599/2	1599/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	3041													
138	138	794	794	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3042										73			
138	138	1591/2	1591/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	3043									410	73			
138	138	796	796	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	3044									410	73			
138	138	1593/2	1593/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	3045										73			
138	138	797	797	0.0	3/4	3/4	Dynamic	12/8	2	1	0						f												
138	138	797	797	0.0	3/4	3/4	Spanner	12/8	2	1	0																		
138	138	797	797	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3046		articAccentAbove											
138	138	1597/2	1597/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	3047									411				
138	138	799	799	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	3048									411				
138	138	1599/2	1599/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	3049													
138	138	794	794	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	3050									406	74			
138	138	1591/2	1591/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4			1/4	1	3051										74			
138	138	797	797	0.0	3/4	3/4	Dynamic	12/8	3	1	0						f												
138	138	797	797	0.0	3/4	3/4	Spanner	12/8	3	1	0																		
138	138	797	797	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	3052		articAccentAbove											
138	138	794	794	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	3053										75			
138	138	797	797	0.0	3/4	3/4	Dynamic	12/8	4	1	0						f												
138	138	797	797	0.0	3/4	3/4	Spanner	12/8	4	1	0																		
138	138	797	797	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3054		articAccentBelow							412				
138	138	1597/2	1597/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3055									412				
139	139	800	800	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3056									413				
139	139	1603/2	1603/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	3057		articStaccatoAbove											
139	139	802	802	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	3058		articStaccatoAbove											
139	139	1605/2	1605/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3059		articStaccatoAbove											
139	139	803	803	0.0	3/4	3/4	Dynamic	12/8	1	1	0						p												
139	139	803	803	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3060		articAccentAbove											
139	139	1609/2	1609/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	3061									414				
139	139	805	805	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	3062									414				
139	139	1611/2	1611/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	3063													
139	139	800	800	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3064									415				
139	139	1603/2	1603/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4			1/4	1	3065													
139	139	803	803	0.0	3/4	3/4	Dynamic	12/8	2	1	0						p												
139	139	803	803	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3066		articAccentAbove											
139	139	1609/2	1609/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	3067									416				
139	139	805	805	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	3068									416				
139	139	1611/2	1611/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	3069													
139	139	800	800	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	3070													
139	139	1603/2	1603/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	3071													
139	139	803	803	0.0	3/4	3/4	Dynamic	12/8	3	1	0						p												
139	139	803	803	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	3072		articAccentAbove											
139	139	800	800	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	3073													
139	139	803	803	0.0	3/4	3/4	Dynamic	12/8	4	1	0						p												
139	139	803	803	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3074		articAccentBelow							417				
139	139	1609/2	1609/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3075									417				
140	140	806	806	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3076									418				
140	140	1615/2	1615/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	3077													
140	140	808	808	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	3078		articStaccatoAbove											
140	140	1617/2	1617/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3079		articStaccatoAbove											
140	140	809	809	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf												
140	140	809	809	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3080													
140	140	1621/2	1621/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	3081													
140	140	811	811	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	3082									419				
140	140	1623/2	1623/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	3083									419				
140	140	806	806	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3084									420				
140	140	1615/2	1615/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	3085													
140	140	809	809	0.0	3/4	3/4	Dynamic	12/8	2	1	0						sf												
140	140	809	809	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3086													
140	140	1621/2	1621/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	3087													
140	140	811	811	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	3088		articStaccatoBelow											
140	140	1623/2	1623/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	3089		articStaccatoBelow											
140	140	806	806	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	3090													
140	140	1615/2	1615/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	3091													
140	140	809	809	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sf												
140	140	809	809	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	3092													
140	140	1621/2	1621/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	3093													
140	140	811	811	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	3094		articStaccatoAbove											
140	140	1623/2	1623/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	3095		articStaccatoAbove											
140	140	806	806	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	3096													
140	140	809	809	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sf												
140	140	809	809	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	3097													
140	140	1621/2	1621/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	3098									421				
140	140	811	811	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	3099									421				
140	140	1623/2	1623/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	3100													
141	141	812	812	0.0	0	0	Dynamic	12/8	1	1	0						f												
141	141	812	812	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	3101													
141	141	1625/2	1625/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	3102									422				
141	141	813	813	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	3103									422				
141	141	1627/2	1627/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	3104													
141	141	814	814	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	3105									423				
141	141	1629/2	1629/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3106									423				
141	141	815	815	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	3107													
141	141	1631/2	1631/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	3108									424				
141	141	816	816	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	3109									424				
141	141	1633/2	1633/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	3110													
141	141	817	817	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	3111									425				
141	141	1635/2	1635/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	3112									425				
141	141	812	812	0.0	0	0	Dynamic	12/8	2	1	0						f												
141	141	812	812	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	3113													
141	141	1625/2	1625/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	3114													
141	141	813	813	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	3115													
141	141	1627/2	1627/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8		r8	1/4	3/2	3116													
141	141	815	815	1.5	3/4	3/4	Chord	12/8	2	1	3/8		r8	1/4	3/2	3117													
141	141	1633/2	1633/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		r8	1/4	3/2	3118													
141	141	812	812	0.0	0	0	Dynamic	12/8	3	1	0						f												
141	141	812	812	3.0	0	0	Chord	12/8	3	1	3/4		r8	1/2	3/2	3119													
141	141	815	815	1.5	3/4	3/4	Chord	12/8	3	1	3/8		r8	1/4	3/2	3120													
141	141	1633/2	1633/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8		r8	1/4	3/2	3121													
141	141	812	812	0.0	0	0	Dynamic	12/8	4	1	0						f												
141	141	812	812	1.5	0	0	Chord	12/8	4	1	3/8		r8	1/4	3/2	3122													
141	141	1627/2	1627/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8		r8	1/4	3/2	3123													
141	141	815	815	1.5	3/4	3/4	Chord	12/8	4	1	3/8		r8	1/4	3/2	3124													
141	141	1633/2	1633/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8		r8	1/4	3/2	3125													
142	142	818	818	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	3126													
142	142	1637/2	1637/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	3127									426				
142	142	819	819	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	3128									426				
142	142	1639/2	1639/2	0.0	3/8	3/8	Spanner	12/8	1	1	0														426	76			
142	142	1639/2	1639/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	3129									426	76			
142	142	820	820	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	3130									426	76			
142	142	1641/2	1641/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	3131									426	76			
142	142	821	821	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	3132									426	76			
142	142	1643/2	1643/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	3133									426	76			
142	142	822	822	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	3134									426	76			
142	142	1645/2	1645/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	3135									426	76			
142	142	823	823	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	3136									426	76			
142	142	1647/2	1647/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	3137										76			
142	142	818	818	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	3138									427				
142	142	1637/2	1637/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	3139									427				
142	142	819	819	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	3140									427				
142	142	1639/2	1639/2	0.0	3/8	3/8	Spanner	12/8	2	1	0														427	77			
142	142	1639/2	1639/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	3141									427	77			
142	142	820	820	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	3142									427	77			
142	142	1641/2	1641/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	3143									427	77			
142	142	821	821	1.0	3/4	3/4	Chord	12/8	2	1	1/4			1/4	1	3144										77			
142	142	1645/2	1645/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4			1/4	1	3145										77			
142	142	818	818	1.5	0	0	Chord	12/8	3	1	3/8		r8	1/4	3/2	3146													
142	142	1639/2	1639/2	0.0	3/8	3/8	Spanner	12/8	3	1	0															78			
142	142	1639/2	1639/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8		r8	1/4	3/2	3147										78			
142	142	821	821	1.5	3/4	3/4	Chord	12/8	3	1	3/8		r8	1/4	3/2	3148										78			
142	142	1645/2	1645/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8		r8	1/4	3/2	3149										78			
142	142	818	818	1.5	0	0	Chord	12/8	4	1	3/8		r8	1/4	3/2	3150													
142	142	1639/2	1639/2	0.0	3/8	3/8	Spanner	12/8	4	1	0															79			
142	142	1639/2	1639/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8		r8	1/4	3/2	3151										79			
142	142	821	821	1.5	3/4	3/4	Chord	12/8	4	1	3/8		r8	1/4	3/2	3152										79			
142	142	1645/2	1645/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8		r8	1/4	3/2	3153										79			
143	143	824	824	0.0	0	0	Dynamic	12/8	1	1	0						ff												
143	143	824	824	0.0	0	0	Spanner	12/8	1	1	0																		
143	143	824	824	3.0	0	0	Chord	12/8	1	1	3/4			1/2	3/2	3154		articAccentAbove											
143	143	827	827	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	3155													
143	143	1657/2	1657/2	0.0	9/8	9/8	Dynamic	12/8	1	1	0						sf												
143	143	1657/2	1657/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	3156													
143	143	824	824	0.0	0	0	Dynamic	12/8	2	1	0						ff												
143	143	824	824	0.0	0	0	Spanner	12/8	2	1	0																		
143	143	824	824	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	3157													
143	143	827	827	1.0	3/4	3/4	Chord	12/8	2	1	1/4			1/4	1	3158													
143	143	1657/2	1657/2	0.0	9/8	9/8	Dynamic	12/8	2	1	0						sf												
143	143	1657/2	1657/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3159													
143	143	824	824	0.0	0	0	Dynamic	12/8	3	1	0						ff												
143	143	824	824	0.0	0	0	Spanner	12/8	3	1	0																		
143	143	824	824	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	3160		articAccentAbove											
143	143	827	827	1.0	3/4	3/4	Chord	12/8	3	1	1/4			1/4	1	3161													
143	143	1657/2	1657/2	0.0	9/8	9/8	Dynamic	12/8	3	1	0						sf												
143	143	1657/2	1657/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	3162													
143	143	824	824	0.0	0	0	Dynamic	12/8	4	1	0						ff												
143	143	824	824	0.0	0	0	Spanner	12/8	4	1	0																		
143	143	824	824	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	3163		articAccentAbove											
143	143	827	827	1.0	3/4	3/4	Chord	12/8	4	1	1/4			1/4	1	3164													
143	143	1657/2	1657/2	0.0	9/8	9/8	Dynamic	12/8	4	1	0						sf												
143	143	1657/2	1657/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	3165													
144	144	830	830	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3166													
144	144	1663/2	1663/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	3167													
144	144	833	833	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf												
144	144	833	833	3.0	3/4	3/4	Chord	12/8	1	1	3/4			1/2	3/2	3168													
144	144	830	830	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3169													
144	144	1663/2	1663/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	3170													
144	144	833	833	0.0	3/4	3/4	Dynamic	12/8	2	1	0						sf												
144	144	833	833	3.0	3/4	3/4	Chord	12/8	2	1	3/4			1/2	3/2	3171													
144	144	830	830	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	3172													
144	144	1663/2	1663/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	3173													
144	144	833	833	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sf												
144	144	833	833	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	3174													
144	144	830	830	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	3175													
144	144	1663/2	1663/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	3176													
144	144	833	833	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sf												
144	144	833	833	3.0	3/4	3/4	Chord	12/8	4	1	3/4			1/2	3/2	3177													
145	145	836	836	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	3178													
145	145	1675/2	1675/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	3179		articAccentAbove							428				
145	145	839	839	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	3180		articAccentAbove							428				
145	145	1681/2	1681/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	3181		articAccentAbove											
145	145	836	836	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	3182													
145	145	1675/2	1675/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	3183		articAccentAbove							429				
145	145	839	839	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	3184		articAccentAbove							429				
145	145	1681/2	1681/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	3185		articAccentAbove											
145	145	836	836	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	3186													
145	145	1675/2	1675/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	3187		articAccentAbove							430				
