mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	crescendo_line
263	263	1573/2	1573/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3230														
263	263	787	787	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3231														
263	263	788	788	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3232														
263	263	786	786	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3233														
263	263	1573/2	1573/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3234														
263	263	787	787	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3235														
263	263	788	788	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3236														
264	264	789	789	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3237														
264	264	1579/2	1579/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3238														
264	264	790	790	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3239														
264	264	1581/2	1581/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3240														
264	264	791	791	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3241														
264	264	1583/2	1583/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3242														
264	264	789	789	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3243														
264	264	790	790	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3244														
264	264	791	791	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3245														
264	264	789	789	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3246														
264	264	790	790	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3247														
264	264	791	791	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3248														
264	264	789	789	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3249														
265	265	792	792	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3250														
265	265	1585/2	1585/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3251														
265	265	793	793	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3252														
265	265	1587/2	1587/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3253														
265	265	794	794	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3254														
265	265	1589/2	1589/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3255														
265	265	792	792	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3256														
265	265	793	793	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3257														
265	265	794	794	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3258														
265	265	792	792	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3259														
265	265	793	793	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3260														
265	265	794	794	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3261														
265	265	792	792	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3262														
266	266	795	795	0.0	0	0	Dynamic	3/4	1	1	0					p													
266	266	795	795	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	3263										344				
266	266	1593/2	1593/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3264														
266	266	797	797	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3265														
266	266	1595/2	1595/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3266														
266	266	795	795	0.0	0	0	Dynamic	3/4	2	1	0					p													
266	266	795	795	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3267														
266	266	1591/2	1591/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3268														
266	266	796	796	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3269														
266	266	797	797	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3270														
266	266	795	795	0.0	0	0	Dynamic	3/4	3	1	0					p													
266	266	795	795	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3271														
266	266	1591/2	1591/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3272														
266	266	796	796	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3273														
266	266	797	797	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3274														
267	267	798	798	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	3275										345				
267	267	1599/2	1599/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3276														
267	267	800	800	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3277														
267	267	1601/2	1601/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3278														
267	267	798	798	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3279		articAccentBelow												
267	267	1597/2	1597/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3280														
267	267	799	799	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3281														
267	267	800	800	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3282														
267	267	798	798	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3283		articAccentBelow												
267	267	1597/2	1597/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3284														
267	267	799	799	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3285														
267	267	800	800	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3286														
267	267	798	798	0.0	0	0	Dynamic	3/4	4	1	0					p													
267	267	798	798	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3287										346				
268	268	801	801	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3288														
268	268	1603/2	1603/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3289														
268	268	802	802	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3290														
268	268	1605/2	1605/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3291														
268	268	803	803	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3292														
268	268	1607/2	1607/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3293														
268	268	801	801	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3294		articAccentBelow												
268	268	1603/2	1603/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3295														
268	268	802	802	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3296														
268	268	803	803	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3297														
268	268	801	801	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3298		articAccentBelow												
268	268	1603/2	1603/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3299														
268	268	802	802	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3300														
268	268	803	803	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3301														
268	268	801	801	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3302														
268	268	802	802	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3303		articStaccatoAbove												
268	268	803	803	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3304		articStaccatoAbove												
269	269	804	804	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	3305										347				
269	269	805	805	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3306														
269	269	806	806	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3307														
269	269	1613/2	1613/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3308														
269	269	804	804	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3309														
269	269	1609/2	1609/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3310														
269	269	805	805	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	3311														
269	269	1611/2	1611/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3312														
269	269	806	806	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3313														
269	269	1613/2	1613/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3314														
269	269	804	804	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3315														
269	269	1609/2	1609/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3316														
269	269	805	805	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	3317														
269	269	1611/2	1611/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3318														
269	269	806	806	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3319														
269	269	1613/2	1613/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3320														
269	269	804	804	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3321		articStaccatoBelow												
269	269	805	805	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3322		articStaccatoBelow												
269	269	806	806	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3323		articStaccatoBelow												
270	270	807	807	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3324										348				
270	270	1615/2	1615/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3325														
270	270	808	808	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3326														
270	270	1617/2	1617/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3327														
270	270	809	809	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3328														
270	270	1619/2	1619/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3329														
270	270	807	807	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3330														
270	270	809	809	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3331														
270	270	807	807	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3332														
270	270	809	809	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3333														
270	270	807	807	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3334														
271	271	810	810	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3335										349				
271	271	1621/2	1621/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3336														
271	271	811	811	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3337														
271	271	1623/2	1623/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3338														
271	271	812	812	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3339														
271	271	1625/2	1625/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3340														
271	271	810	810	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3341														
271	271	812	812	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3342														
271	271	810	810	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3343														
271	271	812	812	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3344														
271	271	810	810	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	3345														
272	272	813	813	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3346										350				
272	272	1627/2	1627/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3347														
272	272	814	814	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3348														
272	272	1629/2	1629/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3349														
272	272	815	815	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3350														
272	272	1631/2	1631/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3351														
272	272	813	813	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3352														
272	272	813	813	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3353														
272	272	815	815	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3354														
272	272	813	813	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3355														
272	272	815	815	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3356														
273	273	816	816	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3357														
273	273	1633/2	1633/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3358														
273	273	817	817	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3359														
273	273	1635/2	1635/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3360														
273	273	818	818	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3361														
273	273	1637/2	1637/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3362														
273	273	816	816	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3363														
273	273	1635/2	1635/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3364														
273	273	818	818	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3365														
273	273	1637/2	1637/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3366														
273	273	816	816	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3367														
273	273	1635/2	1635/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3368														
273	273	818	818	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3369														
273	273	1637/2	1637/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3370														
274	274	819	819	0.0	0	0	StaffText	3/4	1	1	0							cresc.											
274	274	819	819	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	3371														
274	274	1641/2	1641/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3372														
274	274	821	821	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3373														
274	274	1643/2	1643/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3374														
274	274	819	819	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3375		articAccentBelow												
274	274	1639/2	1639/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3376														
274	274	820	820	0.0	1/4	1/4	StaffText	3/4	2	1	0							cresc.											
274	274	820	820	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3377														
274	274	821	821	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3378														
274	274	819	819	0.0	0	0	StaffText	3/4	3	1	0							cresc.											
274	274	819	819	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3379														
274	274	1639/2	1639/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3380														
274	274	820	820	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3381														
274	274	821	821	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3382														
274	274	819	819	0.0	0	0	StaffText	3/4	4	1	0							cresc.											
274	274	819	819	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3383										351				
274	274	821	821	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3384														
275	275	822	822	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3385										352				
275	275	1645/2	1645/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3386														
275	275	823	823	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3387														
275	275	1647/2	1647/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3388														
275	275	824	824	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3389														
275	275	1649/2	1649/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3390														
275	275	822	822	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3391		articAccentBelow												
275	275	1645/2	1645/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3392														
275	275	823	823	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3393														
275	275	824	824	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3394														
275	275	822	822	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3395														
275	275	1647/2	1647/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3396														
275	275	824	824	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3397														
275	275	1649/2	1649/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3398														
275	275	822	822	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3399														
275	275	1647/2	1647/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3400														
275	275	824	824	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3401														
275	275	1649/2	1649/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3402														
276	276	825	825	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	3403														
276	276	1653/2	1653/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3404														
276	276	827	827	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3405														
276	276	1655/2	1655/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3406														
276	276	825	825	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3407		articAccentBelow												
276	276	1651/2	1651/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3408														
276	276	826	826	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3409														
276	276	827	827	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3410														
276	276	825	825	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3411														
276	276	1651/2	1651/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3412														
276	276	826	826	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3413														
276	276	827	827	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3414														
276	276	825	825	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	3415										353				
276	276	827	827	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3416														
277	277	828	828	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3417										354				
277	277	1657/2	1657/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3418														
277	277	829	829	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3419														
277	277	1659/2	1659/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3420														
277	277	830	830	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3421														
277	277	1661/2	1661/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3422														
277	277	828	828	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3423		articAccentBelow												
277	277	1657/2	1657/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3424														
277	277	829	829	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3425														
277	277	830	830	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3426														
277	277	828	828	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3427														
277	277	830	830	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3428														
277	277	828	828	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3429														
277	277	1659/2	1659/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3430														
277	277	830	830	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3431														
277	277	1661/2	1661/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3432														
278	278	831	831	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3433		articStaccatoBelow												
278	278	1663/2	1663/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3434		articStaccatoBelow												
278	278	832	832	0.0	1/4	1/4	StaffText	3/4	1	1	0							cresc.											
278	278	832	832	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3435										355				
278	278	1665/2	1665/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3436														
278	278	833	833	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3437		articStaccatoBelow												
278	278	1667/2	1667/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3438		articStaccatoBelow												
278	278	831	831	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3439														
278	278	1663/2	1663/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3440														
278	278	832	832	0.0	1/4	1/4	StaffText	3/4	2	1	0							cresc.											
278	278	832	832	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3441														
278	278	833	833	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3442														
278	278	1667/2	1667/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3443														
278	278	831	831	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3444														
278	278	1663/2	1663/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3445														
278	278	832	832	0.0	1/4	1/4	StaffText	3/4	3	1	0							cresc.											
278	278	832	832	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3446														
278	278	833	833	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3447														
278	278	1667/2	1667/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3448														
278	278	831	831	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3449														
279	279	834	834	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3450										356				
279	279	1669/2	1669/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3451														
279	279	835	835	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3452		articStaccatoAbove												
279	279	1671/2	1671/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3453		articStaccatoAbove												
279	279	836	836	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3454										357				
279	279	1673/2	1673/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3455														
279	279	834	834	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3456														
279	279	835	835	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	3457														
279	279	1671/2	1671/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3458														
279	279	836	836	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3459														
279	279	834	834	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3460														
279	279	835	835	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	3461														
279	279	1671/2	1671/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3462														
279	279	836	836	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3463														
280	280	837	837	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3464		articStaccatoBelow												
280	280	1675/2	1675/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3465		articStaccatoBelow												
280	280	838	838	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3466										358				
280	280	1677/2	1677/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3467														
280	280	839	839	0.0	1/2	1/2	Spanner	3/4	1	1	0															28			
280	280	839	839	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3468		articStaccatoBelow									28			
280	280	1679/2	1679/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3469		articStaccatoBelow									28			
280	280	837	837	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	3470														
280	280	1675/2	1675/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	3471														
280	280	838	838	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3472														
280	280	839	839	0.0	1/2	1/2	Spanner	3/4	2	1	0															29			
280	280	839	839	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	3473											29			
280	280	1679/2	1679/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	3474											29			
280	280	837	837	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	3475														
280	280	1675/2	1675/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	3476														
280	280	838	838	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3477														
280	280	839	839	0.0	1/2	1/2	Spanner	3/4	3	1	0															30			
280	280	839	839	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	3478											30			
280	280	1679/2	1679/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	3479											30			
280	280	837	837	0.0	0	0	StaffText	3/4	4	1	0							cresc.											
280	280	837	837	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	3480														
280	280	1675/2	1675/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	3481														
280	280	838	838	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3482														
280	280	839	839	0.0	1/2	1/2	Spanner	3/4	4	1	0															31			
280	280	839	839	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3483											31			
280	280	1679/2	1679/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3484											31			
281	281	840	840	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	3485										359	28			
281	281	1681/2	1681/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	3486											28			
281	281	841	841	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	3487		articStaccatoAbove									28			
281	281	1683/2	1683/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	3488		articStaccatoAbove									28			
281	281	842	842	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	3489										360	28			
281	281	1685/2	1685/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	3490											28			
281	281	840	840	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	3491											29			
281	281	841	841	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	3492											29			
281	281	1683/2	1683/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	3493											29			
281	281	842	842	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3494											29			
281	281	840	840	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	3495											30			
281	281	841	841	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	3496											30			
281	281	1683/2	1683/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	3497											30			
281	281	842	842	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3498											30			
281	281	840	840	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	3499											31			
281	281	841	841	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	3500											31			
281	281	1683/2	1683/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	3501											31			
281	281	842	842	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	3502											31			
281	281	1685/2	1685/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	3503											31			
