mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
150	149	578	578	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2697									549		
150	149	2313/4	2313/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2698									549		
150	149	1149/2	1149/2	0.25	0	0	Chord	4/4	3	1	1/16			1/16	1	2699									550		
150	149	2299/4	2299/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16			1/16	1	2700									550		
150	149	575	575	0.25	1/8	1/8	Chord	4/4	3	1	1/16			1/16	1	2701									550		
150	149	2301/4	2301/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	2702									550		
150	149	1151/2	1151/2	0.0	1/4	1/4	StaffText	4/4	3	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"						550		
150	149	1151/2	1151/2	0.25	1/4	1/4	Chord	4/4	3	1	1/16			1/16	1	2703									550		
150	149	2303/4	2303/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16			1/16	1	2704									550		
150	149	576	576	0.25	3/8	3/8	Chord	4/4	3	1	1/16			1/16	1	2705									550		
150	149	2305/4	2305/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16			1/16	1	2706									550		
150	149	1153/2	1153/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2707											
150	149	1149/2	1149/2	4.0	0	0	Chord	4/4	4	1	1			1	1	2708											
151	150	1157/2	1157/2	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	2709											
151	150	580	580	0.0	3/8	3/8	Dynamic	4/4	1	1	0						ff										
151	150	580	580	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2710									551		
151	150	2321/4	2321/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2711									551		
151	150	1161/2	1161/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2712									551		
151	150	2323/4	2323/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2713									551		
151	150	581	581	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2714									551		
151	150	2325/4	2325/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2715									551		
151	150	1163/2	1163/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	2716											
151	150	2329/4	2329/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2717											
151	150	1157/2	1157/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2718											
151	150	1159/2	1159/2	0.0	1/4	1/4	Dynamic	4/4	2	1	0						f										
151	150	1159/2	1159/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	2719									552		
151	150	2319/4	2319/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2720									552		
151	150	580	580	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2721									552		
151	150	2321/4	2321/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2722									552		
151	150	1161/2	1161/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2723											
151	150	1163/2	1163/2	0.0	3/4	3/4	Dynamic	4/4	2	1	0						ff										
151	150	1163/2	1163/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	2724									553		
151	150	2327/4	2327/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	2725									553		
151	150	582	582	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2726									553		
151	150	2329/4	2329/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2727											
151	150	1157/2	1157/2	0.0	0	0	Dynamic	4/4	3	1	0						f										
151	150	1157/2	1157/2	0.25	0	0	Chord	4/4	3	1	1/16			1/16	1	2728									554		
151	150	2315/4	2315/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16			1/16	1	2729									554		
151	150	579	579	0.25	1/8	1/8	Chord	4/4	3	1	1/16			1/16	1	2730									554		
151	150	2317/4	2317/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16			1/16	1	2731									554		
151	150	1159/2	1159/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2732											
151	150	1161/2	1161/2	0.0	1/2	1/2	Dynamic	4/4	3	1	0						ff										
151	150	1161/2	1161/2	0.25	1/2	1/2	Chord	4/4	3	1	1/16			1/16	1	2733									555		
151	150	2323/4	2323/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16			1/16	1	2734									555		
151	150	581	581	0.25	5/8	5/8	Chord	4/4	3	1	1/16			1/16	1	2735									555		
151	150	2325/4	2325/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16			1/16	1	2736									555		
151	150	1163/2	1163/2	0.25	3/4	3/4	Chord	4/4	3	1	1/16			1/16	1	2737									555		
151	150	2327/4	2327/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16			1/16	1	2738									555		
151	150	582	582	0.25	7/8	7/8	Chord	4/4	3	1	1/16			1/16	1	2739									555		
151	150	2329/4	2329/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	2740											
151	150	1157/2	1157/2	0.0	0	0	Dynamic	4/4	4	1	0						ff										
151	150	1157/2	1157/2	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	2741									556		
151	150	579	579	0.25	1/8	1/8	Chord	4/4	4	1	1/16			1/16	1	2742									556		
151	150	2317/4	2317/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16			1/16	1	2743									556		
151	150	1159/2	1159/2	0.25	1/4	1/4	Chord	4/4	4	1	1/16			1/16	1	2744									556		
151	150	2319/4	2319/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16			1/16	1	2745									556		
151	150	580	580	0.25	3/8	3/8	Chord	4/4	4	1	1/16			1/16	1	2746									556		
151	150	2321/4	2321/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16			1/16	1	2747											
151	150	1161/2	1161/2	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2748									557		
151	150	581	581	0.25	5/8	5/8	Chord	4/4	4	1	1/16			1/16	1	2749									557		
151	150	2325/4	2325/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16			1/16	1	2750									557		
151	150	1163/2	1163/2	0.25	3/4	3/4	Chord	4/4	4	1	1/16			1/16	1	2751									557		
151	150	2327/4	2327/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16			1/16	1	2752									557		
151	150	582	582	0.25	7/8	7/8	Chord	4/4	4	1	1/16			1/16	1	2753									557		
151	150	2329/4	2329/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	2754									557		
152	151	1165/2	1165/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2755									558		
152	151	1167/2	1167/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	2756											
152	151	2337/4	2337/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2757											
152	151	1169/2	1169/2	0.0	1/2	1/2	StaffText	4/4	1	1	0								"<font face=""Plantin MT Std""/><i>dim.</i>"								
152	151	1169/2	1169/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2758									559		
152	151	1171/2	1171/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	2759											
152	151	2345/4	2345/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2760											
152	151	1165/2	1165/2	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2761									560		
152	151	1169/2	1169/2	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font face=""Plantin MT Std""/><i>dim.</i>"						560		
152	151	1169/2	1169/2	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2762									560		
152	151	1165/2	1165/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	2763									561		
152	151	1169/2	1169/2	0.0	1/2	1/2	StaffText	4/4	3	1	0								"<font face=""Plantin MT Std""/><i>dim.</i>"						561		
152	151	1169/2	1169/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2764									561		
152	151	1165/2	1165/2	0.0	0	0	Dynamic	4/4	4	1	0						sf										
152	151	1165/2	1165/2	0.0	0	0	StaffText	4/4	4	1	0								"<font face=""Plantin MT Std""/><i>dim.</i>"								
152	151	1165/2	1165/2	4.0	0	0	Chord	4/4	4	1	1			1	1	2765											
153	152	1173/2	1173/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2766									562		
153	152	1175/2	1175/2	0.0	1/4	1/4	Dynamic	4/4	1	1	0						p										
153	152	1175/2	1175/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	2767											
153	152	2353/4	2353/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2768											
153	152	1177/2	1177/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2769									563		
153	152	589	589	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2770									563		
153	152	1179/2	1179/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	2771											
153	152	2361/4	2361/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2772											
153	152	1173/2	1173/2	0.0	0	0	Dynamic	4/4	2	1	0						p										
153	152	1173/2	1173/2	4.0	0	0	Chord	4/4	2	1	1			1	1	2773											
153	152	1173/2	1173/2	0.0	0	0	Dynamic	4/4	3	1	0						p								561		
153	152	1173/2	1173/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	2774									561		
153	152	1177/2	1177/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2775											
153	152	1173/2	1173/2	0.0	0	0	Dynamic	4/4	4	1	0						p										
153	152	1173/2	1173/2	4.0	0	0	Chord	4/4	4	1	1			1	1	2776											
154	153	1181/2	1181/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2777									564		
154	153	1183/2	1183/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	2778											
154	153	2369/4	2369/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2779											
154	153	1185/2	1185/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2780									565		
154	153	1187/2	1187/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	2781											
154	153	2377/4	2377/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2782											
154	153	1181/2	1181/2	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2783									566		
154	153	1185/2	1185/2	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2784									566		
154	153	1181/2	1181/2	4.0	0	0	Chord	4/4	3	1	1			1	1	2785									567		
154	153	1181/2	1181/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	2786									568		
154	153	1185/2	1185/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2787									568		
155	154	1189/2	1189/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2788									569		
155	154	1191/2	1191/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	2789											
155	154	2385/4	2385/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2790											
155	154	1193/2	1193/2	0.0	1/2	1/2	StaffText	4/4	1	1	0								"<font face=""Plantin MT Std""/><i>cresc.</i>"								
155	154	1193/2	1193/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2791									570		
155	154	597	597	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2792									570		
155	154	1195/2	1195/2	0.0	3/4	3/4	Chord	4/4	1	1	0	grace16		1/16	1	2793											
155	154	1195/2	1195/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2794											
155	154	598	598	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2795		articStaccatoAbove									
155	154	1189/2	1189/2	4.0	0	0	Chord	4/4	2	1	1			1	1	2796											
155	154	1189/2	1189/2	4.0	0	0	Chord	4/4	3	1	1			1	1	2797											
155	154	1189/2	1189/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	2798									568		
155	154	1193/2	1193/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2799											
156	155	1197/2	1197/2	0.0	0	0	Dynamic	4/4	1	1	0						sf										
156	155	1197/2	1197/2	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	2800											
156	155	1201/2	1201/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf										
156	155	1201/2	1201/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2801											
156	155	1197/2	1197/2	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	2802									571		
156	155	1201/2	1201/2	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2803									571		
156	155	1197/2	1197/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	2804									572		
156	155	1201/2	1201/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2805											
156	155	1197/2	1197/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2806									573		
156	155	1199/2	1199/2	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2807									573		
156	155	1201/2	1201/2	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2808									573		
156	155	1203/2	1203/2	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2809									573		
157	156	1205/2	1205/2	0.0	0	0	Dynamic	4/4	1	1	0						sf										
157	156	1205/2	1205/2	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	2810											
157	156	1211/2	1211/2	0.0	3/4	3/4	StaffText	4/4	1	1	0								"<font face=""Plantin MT Std""/><i>dim.</i>"								
157	156	1211/2	1211/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2811		articStaccatoAbove									
157	156	606	606	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2812		articStaccatoAbove									
157	156	1205/2	1205/2	4.0	0	0	Chord	4/4	2	1	1			1	1	2813											
157	156	1205/2	1205/2	4.0	0	0	Chord	4/4	3	1	1			1	1	2814									574		
157	156	1205/2	1205/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2815									573		
157	156	1207/2	1207/2	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2816									573		
157	156	1209/2	1209/2	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2817									573		
157	156	1211/2	1211/2	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2818									573		
158	157	1213/2	1213/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2819									575		
158	157	607	607	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2820											
158	157	1215/2	1215/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2821		articStaccatoAbove									
158	157	608	608	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2822		articStaccatoAbove									
158	157	1217/2	1217/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2823									576		
158	157	609	609	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2824											
158	157	1219/2	1219/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2825		articStaccatoAbove									
158	157	610	610	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2826		articStaccatoAbove									
158	157	1213/2	1213/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2827											
158	157	1215/2	1215/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2828		articStaccatoAbove									
158	157	608	608	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2829		articStaccatoAbove									
158	157	1217/2	1217/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2830									577		
158	157	609	609	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2831											
158	157	1219/2	1219/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2832		articStaccatoAbove									
158	157	610	610	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2833		articStaccatoAbove									
158	157	1213/2	1213/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2834									574		
158	157	1215/2	1215/2	2.0	1/4	1/4	Chord	4/4	3	1	1/2			1/2	1	2835											
158	157	1219/2	1219/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2836											
158	157	1213/2	1213/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2837									573		
158	157	1215/2	1215/2	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2838									573		
158	157	1217/2	1217/2	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2839									573		
158	157	1219/2	1219/2	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2840									573		
158	157	610	610	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	2841											
159	158	1221/2	1221/2	0.0	0	0	Spanner	4/4	1	1	0															16	
159	158	1221/2	1221/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2842									578	16	
159	158	611	611	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2843									578	16	
159	158	1223/2	1223/2	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	2844									578	16	
159	158	1227/2	1227/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2845										16	
159	158	1221/2	1221/2	0.0	0	0	Spanner	4/4	2	1	0															17	
159	158	1221/2	1221/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2846									579	17	
159	158	611	611	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2847									579	17	
159	158	1223/2	1223/2	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	2848									579	17	
159	158	1227/2	1227/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2849										17	
159	158	1221/2	1221/2	0.0	0	0	Spanner	4/4	3	1	0															18	
159	158	1221/2	1221/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2850										18	
159	158	1223/2	1223/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2851									580	18	
159	158	1225/2	1225/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2852									580	18	
159	158	1227/2	1227/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2853									580	18	
159	158	1221/2	1221/2	4.0	0	0	Chord	4/4	4	1	1			1	1	2854											
160	159	1229/2	1229/2	0.0	0	0	Spanner	4/4	1	1	0																
160	159	1229/2	1229/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2855									581		
160	159	615	615	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2856											
160	159	1231/2	1231/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2857		articStaccatoAbove									
160	159	616	616	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2858		articStaccatoAbove									
160	159	1233/2	1233/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2859									582		
160	159	617	617	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2860											
160	159	1235/2	1235/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2861		articStaccatoAbove									
160	159	618	618	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2862		articStaccatoAbove									
160	159	1229/2	1229/2	0.0	0	0	Spanner	4/4	2	1	0																
160	159	1229/2	1229/2	4.0	0	0	Chord	4/4	2	1	1			1	1	2863											
160	159	1229/2	1229/2	0.0	0	0	Spanner	4/4	3	1	0																
160	159	1229/2	1229/2	4.0	0	0	Chord	4/4	3	1	1			1	1	2864											
160	159	1229/2	1229/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	2865											
160	159	1231/2	1231/2	0.0	1/4	1/4	Spanner	4/4	4	1	0															19	
160	159	1231/2	1231/2	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2866									583	19	
160	159	1233/2	1233/2	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2867									583	19	
160	159	1235/2	1235/2	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2868									583	19	
161	160	1237/2	1237/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2869									584		
161	160	619	619	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2870									584		
161	160	1239/2	1239/2	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	2871											
161	160	1243/2	1243/2	0.0	3/4	3/4	Spanner	4/4	1	1	0															20	
161	160	1243/2	1243/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2872		articStaccatoAbove								20	
161	160	622	622	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2873		articStaccatoAbove								20	
161	160	1239/2	1239/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2874									585		
161	160	620	620	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2875											
161	160	1243/2	1243/2	0.0	3/4	3/4	Spanner	4/4	2	1	0															21	
161	160	1243/2	1243/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2876									586	21	
161	160	622	622	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2877										21	
161	160	1239/2	1239/2	2.0	1/4	1/4	Chord	4/4	3	1	1/2			1/2	1	2878											
161	160	1243/2	1243/2	0.0	3/4	3/4	Spanner	4/4	3	1	0															22	
161	160	1243/2	1243/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2879										22	
161	160	1237/2	1237/2	0.0	0	0	Spanner	4/4	4	1	0																
161	160	1237/2	1237/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	2880											
161	160	1241/2	1241/2	0.0	1/2	1/2	Spanner	4/4	4	1	0															23	
161	160	1241/2	1241/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2881		articAccentBelow								23	
162	161	1245/2	1245/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2882									587	20	
162	161	623	623	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2883										20	
162	161	1247/2	1247/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2884		articStaccatoAbove								20	
162	161	624	624	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2885		articStaccatoAbove								20	
162	161	1249/2	1249/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2886									588	20	
162	161	625	625	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2887										20	
162	161	1251/2	1251/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2888		articStaccatoAbove								20	
162	161	626	626	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2889		articStaccatoAbove								20	
162	161	1247/2	1247/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2890									589	21	
162	161	624	624	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2891										21	
162	161	1251/2	1251/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2892									590	21	
162	161	626	626	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2893										21	
162	161	1245/2	1245/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	2894										22	
162	161	1247/2	1247/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2895										22	
162	161	624	624	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2896										22	
162	161	1249/2	1249/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2897										22	
162	161	1251/2	1251/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2898										22	
162	161	626	626	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2899										22	
162	161	1245/2	1245/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	2900		articAccentBelow								23	
162	161	1249/2	1249/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2901		articAccentAbove								23	
163	162	1253/2	1253/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2902									591	20	
163	162	627	627	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	2903										20	
163	162	1255/2	1255/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2904		articStaccatoAbove								20	
163	162	628	628	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2905		articStaccatoAbove								20	
163	162	1257/2	1257/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2906									592	20	
163	162	629	629	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2907										20	
163	162	1259/2	1259/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2908		articStaccatoAbove								20	
163	162	630	630	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2909		articStaccatoAbove								20	
163	162	627	627	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	2910									593	21	
163	162	1255/2	1255/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2911									593	21	
163	162	628	628	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2912										21	
163	162	629	629	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	2913									594	21	
163	162	1259/2	1259/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2914									594	21	
163	162	630	630	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	2915										21	
163	162	1253/2	1253/2	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	2916										22	
163	162	627	627	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	2917									595	22	
163	162	1255/2	1255/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	2918									595	22	
163	162	628	628	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	2919									595	22	
163	162	1257/2	1257/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2920										22	
163	162	629	629	1.0	5/8	5/8	Chord	4/4	3	1	1/4			1/4	1	2921										22	
163	162	630	630	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	2922										22	
163	162	1253/2	1253/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	2923		articAccentAbove								23	
163	162	1257/2	1257/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2924		articAccentAbove								23	
164	163	1261/2	1261/2	0.0	0	0	Dynamic	4/4	1	1	0						f										
164	163	1261/2	1261/2	0.0	0	0	Spanner	4/4	1	1	0																
164	163	1261/2	1261/2	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	2925											
164	163	1265/2	1265/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2926											
164	163	1261/2	1261/2	0.0	0	0	Dynamic	4/4	2	1	0						f										
164	163	1261/2	1261/2	0.0	0	0	Spanner	4/4	2	1	0																
164	163	1261/2	1261/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2927		articStaccatoAbove									
