mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
183	183	1097/2	1097/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2822												
183	183	546	546	0.0	0	0	Dynamic	3/4	3	1	0						f											
183	183	546	546	0.0	0	0	Dynamic	3/4	3	1	0						f											
183	183	546	546	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	2823												
183	183	1095/2	1095/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2824												
183	183	548	548	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2825												
183	183	1097/2	1097/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2826												
183	183	546	546	0.0	0	0	Dynamic	3/4	4	1	0						f											
183	183	546	546	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	2827												
183	183	547	547	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	2828												
183	183	1095/2	1095/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	2829												
183	183	548	548	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	2830												
183	183	1097/2	1097/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	2831												
184	184	549	549	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	2832												
184	184	1101/2	1101/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2833												
184	184	551	551	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2834												
184	184	1103/2	1103/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2835												
184	184	549	549	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	2836												
184	184	1101/2	1101/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2837												
184	184	551	551	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2838												
184	184	1103/2	1103/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2839												
184	184	549	549	1.5	0	0	Chord	3/4	3	1	3/8			1/4	3/2	2840												
184	184	1101/2	1101/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2841												
184	184	551	551	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2842												
184	184	1103/2	1103/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2843												
184	184	549	549	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	2844												
184	184	550	550	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	2845												
184	184	1101/2	1101/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	2846												
184	184	551	551	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	2847												
184	184	1103/2	1103/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	2848												
185	185	552	552	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2849												
185	185	1105/2	1105/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	2850												
185	185	553	553	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	2851												
185	185	1107/2	1107/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2852												
185	185	554	554	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2853												
185	185	1109/2	1109/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2854												
185	185	552	552	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	2855												
185	185	1105/2	1105/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	2856												
185	185	553	553	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	2857												
185	185	1107/2	1107/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2858												
185	185	554	554	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2859												
185	185	1109/2	1109/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2860												
185	185	552	552	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	2861												
185	185	1105/2	1105/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	2862												
185	185	553	553	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	2863												
185	185	1107/2	1107/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2864												
185	185	554	554	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2865												
185	185	1109/2	1109/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2866												
185	185	552	552	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	2867												
185	185	1105/2	1105/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	2868												
185	185	553	553	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	2869												
185	185	1107/2	1107/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	2870												
185	185	554	554	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	2871												
185	185	1109/2	1109/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	2872												
186	186	555	555	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2873												
186	186	1111/2	1111/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	2874												
186	186	556	556	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	2875												
186	186	1113/2	1113/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2876												
186	186	557	557	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2877												
186	186	1115/2	1115/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2878												
186	186	555	555	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	2879												
186	186	1111/2	1111/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	2880												
186	186	556	556	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	2881												
186	186	1113/2	1113/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2882												
186	186	557	557	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2883												
186	186	1115/2	1115/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2884												
186	186	555	555	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	2885												
186	186	1111/2	1111/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	2886												
186	186	556	556	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	2887												
186	186	1113/2	1113/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2888												
186	186	557	557	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2889												
186	186	1115/2	1115/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2890												
186	186	555	555	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	2891												
186	186	1111/2	1111/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	2892												
186	186	556	556	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	2893												
186	186	1113/2	1113/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	2894												
186	186	557	557	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	2895												
186	186	1115/2	1115/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	2896												
187	187	558	558	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2897												
187	187	1117/2	1117/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	2898												
187	187	559	559	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	2899												
187	187	1121/2	1121/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2900												
187	187	558	558	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	2901												
187	187	559	559	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	2902												
187	187	1119/2	1119/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2903												
187	187	560	560	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2904												
187	187	1121/2	1121/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2905												
187	187	558	558	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	2906												
187	187	559	559	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	2907												
187	187	1119/2	1119/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2908												
187	187	560	560	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2909												
187	187	1121/2	1121/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2910												
187	187	558	558	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	2911												
187	187	559	559	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	2912												
188	188	561	561	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2913												
188	188	1123/2	1123/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	2914												
188	188	562	562	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	2915												
188	188	1127/2	1127/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2916												
188	188	561	561	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	2917												
188	188	562	562	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	2918												
188	188	1125/2	1125/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2919												
188	188	563	563	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2920												
188	188	1127/2	1127/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2921												
188	188	561	561	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	2922												
188	188	562	562	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	2923												
188	188	1125/2	1125/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2924												
188	188	563	563	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2925												
188	188	1127/2	1127/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2926												
188	188	561	561	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	2927												
188	188	562	562	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	2928												
189	189	564	564	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2929												
189	189	1129/2	1129/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	2930												
189	189	565	565	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	2931												
189	189	1131/2	1131/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2932												
189	189	566	566	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2933												
189	189	1133/2	1133/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2934												
189	189	564	564	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	2935												
189	189	1129/2	1129/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	2936												
189	189	565	565	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	2937												
189	189	1131/2	1131/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2938												
189	189	566	566	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2939												
189	189	1133/2	1133/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2940												
189	189	564	564	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	2941												
189	189	1129/2	1129/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	2942												
189	189	565	565	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	2943												
189	189	1131/2	1131/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2944												
189	189	566	566	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2945												
189	189	1133/2	1133/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2946												
189	189	564	564	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	2947												
189	189	565	565	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	2948												
189	189	566	566	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	2949												
190	190	567	567	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2950												
190	190	1135/2	1135/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	2951												
190	190	568	568	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	2952												
190	190	1137/2	1137/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	2953												
190	190	569	569	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2954												
190	190	1139/2	1139/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	2955												
190	190	567	567	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	2956												
190	190	1135/2	1135/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	2957												
190	190	568	568	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	2958												
190	190	1137/2	1137/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2959												
190	190	569	569	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2960												
190	190	1139/2	1139/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2961												
190	190	567	567	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	2962												
190	190	1135/2	1135/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	2963												
190	190	568	568	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	2964												
190	190	1137/2	1137/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	2965												
190	190	569	569	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	2966												
190	190	1139/2	1139/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	2967												
190	190	567	567	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	2968												
190	190	568	568	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	2969												
190	190	569	569	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	2970												
191	191	570	570	0.0	0	0	Dynamic	3/4	1	1	0						p											
191	191	570	570	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2971		articStaccatoAbove										
191	191	1141/2	1141/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	2972		articStaccatoAbove										
191	191	571	571	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	2973									83			
191	191	572	572	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2974												
191	191	570	570	0.0	0	0	Dynamic	3/4	2	1	0						p											
191	191	570	570	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	2975		articStaccatoAbove										
191	191	1141/2	1141/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	2976		articStaccatoAbove										
191	191	571	571	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	2977		articStaccatoAbove										
191	191	1143/2	1143/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2978		articStaccatoAbove										
191	191	572	572	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2979		articStaccatoAbove										
191	191	1145/2	1145/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2980		articStaccatoAbove										
191	191	570	570	0.0	0	0	Dynamic	3/4	3	1	0						p											
191	191	570	570	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	2981												
191	191	571	571	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	2982												
191	191	570	570	0.0	0	0	Dynamic	3/4	4	1	0						p											
191	191	570	570	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	2983												
192	192	573	573	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2984		articStaccatoAbove										
192	192	1147/2	1147/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	2985		articStaccatoAbove										
192	192	574	574	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	2986									84			
192	192	575	575	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2987												
192	192	573	573	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	2988												
192	192	1147/2	1147/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	2989												
192	192	574	574	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	2990												
192	192	1149/2	1149/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	2991												
192	192	575	575	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	2992												
192	192	1151/2	1151/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	2993												
192	192	573	573	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	2994												
192	192	574	574	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	2995												
193	193	576	576	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	2996		articStaccatoAbove										
193	193	1153/2	1153/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	2997		articStaccatoAbove										
193	193	577	577	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	2998									85			
193	193	578	578	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	2999												
193	193	576	576	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	3000												
193	193	1153/2	1153/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	3001												
193	193	577	577	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	3002												
193	193	1155/2	1155/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	3003												
193	193	578	578	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	3004												
193	193	1157/2	1157/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	3005												
193	193	576	576	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	3006												
193	193	577	577	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	3007												
194	194	579	579	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	3008												
194	194	1159/2	1159/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	3009												
194	194	580	580	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	3010												
194	194	1161/2	1161/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	3011												
194	194	581	581	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	3012												
194	194	1163/2	1163/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	3013												
194	194	579	579	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	3014												
194	194	1159/2	1159/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	3015												
194	194	580	580	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	3016												
194	194	1161/2	1161/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	3017												
194	194	581	581	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	3018												
194	194	1163/2	1163/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	3019												
194	194	579	579	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	3020		articStaccatoAbove										
194	194	1159/2	1159/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	3021		articStaccatoAbove										
194	194	580	580	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	3022		articStaccatoAbove										
194	194	1161/2	1161/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	3023		articStaccatoAbove										
194	194	581	581	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	3024		articStaccatoAbove										
194	194	1163/2	1163/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	3025		articStaccatoAbove										
194	194	581	581	0.0	1/2	1/2	Dynamic	3/4	4	1	0						p											
194	194	581	581	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	3026		articStaccatoBelow										
194	194	1163/2	1163/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	3027		articStaccatoBelow										
195	195	582	582	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	3028												
195	195	1165/2	1165/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	3029												
195	195	583	583	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	3030												
195	195	1167/2	1167/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	3031												
195	195	584	584	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	3032												
195	195	1169/2	1169/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	3033												
195	195	582	582	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	3034		articStaccatoAbove										
195	195	1165/2	1165/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	3035		articStaccatoAbove										
195	195	583	583	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	3036									86			
195	195	584	584	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	3037												
195	195	582	582	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	3038		articStaccatoAbove										
195	195	1165/2	1165/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	3039		articStaccatoAbove										
195	195	583	583	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	3040		articStaccatoAbove										
195	195	1167/2	1167/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	3041		articStaccatoAbove										
195	195	584	584	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	3042		articStaccatoAbove										
195	195	1169/2	1169/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	3043		articStaccatoAbove										
195	195	582	582	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	3044		articStaccatoAbove										
195	195	1165/2	1165/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	3045		articStaccatoAbove										
195	195	583	583	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	3046		articStaccatoAbove										
195	195	1167/2	1167/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	3047		articStaccatoAbove										
195	195	584	584	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	3048		articStaccatoAbove										
195	195	1169/2	1169/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	3049		articStaccatoAbove										
196	196	585	585	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	3050												
196	196	1171/2	1171/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	3051												
196	196	586	586	0.0	1/4	1/4	StaffText	3/4	1	1	0								cresc.									
196	196	586	586	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	3052												
196	196	1173/2	1173/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	3053												
196	196	587	587	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	3054												
196	196	1175/2	1175/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	3055												
196	196	585	585	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	3056		articStaccatoAbove										
196	196	1171/2	1171/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	3057		articStaccatoAbove										
196	196	586	586	0.0	1/4	1/4	StaffText	3/4	2	1	0								cresc.									
196	196	586	586	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	3058									87			
196	196	587	587	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	3059												
196	196	585	585	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	3060		articStaccatoAbove										
196	196	1171/2	1171/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	3061		articStaccatoAbove										
196	196	586	586	0.0	1/4	1/4	StaffText	3/4	3	1	0								cresc.									
196	196	586	586	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	3062		articStaccatoAbove										
196	196	1173/2	1173/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	3063		articStaccatoAbove										
196	196	587	587	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	3064		articStaccatoAbove										
196	196	1175/2	1175/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	3065		articStaccatoAbove										
196	196	585	585	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	3066		articStaccatoBelow										
196	196	1171/2	1171/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	3067		articStaccatoBelow										
196	196	586	586	0.0	1/4	1/4	StaffText	3/4	4	1	0								cresc.									
196	196	586	586	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	3068		articStaccatoBelow										
196	196	1173/2	1173/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	3069		articStaccatoBelow										
196	196	587	587	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	3070		articStaccatoBelow										
196	196	1175/2	1175/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	3071		articStaccatoBelow										
197	197	588	588	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	3072												
197	197	1177/2	1177/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	3073												
197	197	589	589	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	3074												
197	197	1179/2	1179/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	3075												
197	197	590	590	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	3076												
197	197	1181/2	1181/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	3077												
197	197	588	588	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	3078		articStaccatoAbove										
197	197	1177/2	1177/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	3079		articStaccatoAbove										
197	197	589	589	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	3080									88			
197	197	590	590	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	3081												
197	197	588	588	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	3082		articStaccatoAbove										
197	197	1177/2	1177/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	3083		articStaccatoAbove										
197	197	589	589	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	3084		articStaccatoAbove										
197	197	1179/2	1179/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	3085		articStaccatoAbove										
197	197	590	590	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	3086		articStaccatoAbove										
197	197	1181/2	1181/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	3087		articStaccatoAbove										
197	197	588	588	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	3088		articStaccatoBelow										
